ID,Jenis Sayuran,Tanggal Harga,Musim,Harga Beli Pengepul per Kilogram
3873,Cabe Kriting,10/8/2022,Kemarau,26400
3874,Cabe Rawit,10/8/2022,Kemarau,39700
3875,Kol,10/8/2022,Kemarau,9900
3876,Buncis,10/8/2022,Kemarau,6900
3877,Sawi Putih,10/9/2022,Kemarau,3100
3878,Cabe Chilli,10/9/2022,Kemarau,21500
3879,Cabe Kriting,10/9/2022,Kemarau,25900
3880,Cabe Rawit,10/9/2022,Kemarau,43400
3881,Kol,10/9/2022,Kemarau,7100
3882,Buncis,10/9/2022,Kemarau,4400
3883,Sawi Putih,10/10/2022,Kemarau,1400
3884,Cabe Chilli,10/10/2022,Kemarau,22700
3885,Cabe Kriting,10/10/2022,Kemarau,31300
3886,Cabe Rawit,10/10/2022,Kemarau,47300
3887,Kol,10/10/2022,Kemarau,8300
3888,Buncis,10/10/2022,Kemarau,6000
3889,Sawi Putih,10/11/2022,Kemarau,700
3890,Cabe Chilli,10/11/2022,Kemarau,16700
3891,Cabe Kriting,10/11/2022,Kemarau,23300
3892,Cabe Rawit,10/11/2022,Kemarau,44200
3893,Kol,10/11/2022,Kemarau,4100
3894,Buncis,10/11/2022,Kemarau,2500
3895,Sawi Putih,10/12/2022,Kemarau,2800
3896,Cabe Chilli,10/12/2022,Kemarau,19600
3897,Cabe Kriting,10/12/2022,Kemarau,27800
3898,Cabe Rawit,10/12/2022,Kemarau,39100
3899,Kol,10/12/2022,Kemarau,4100
3900,Buncis,10/12/2022,Kemarau,4200
3901,Sawi Putih,10/13/2022,Kemarau,1200
3902,Cabe Chilli,10/13/2022,Kemarau,19100
3903,Cabe Kriting,10/13/2022,Kemarau,27400
3904,Cabe Rawit,10/13/2022,Kemarau,44500
3905,Kol,10/13/2022,Kemarau,10200
3906,Buncis,10/13/2022,Kemarau,6300
3907,Sawi Putih,10/14/2022,Kemarau,2000
3908,Cabe Chilli,10/14/2022,Kemarau,16700
3909,Cabe Kriting,10/14/2022,Kemarau,30300
3910,Cabe Rawit,10/14/2022,Kemarau,45000
3911,Kol,10/14/2022,Kemarau,4900
3912,Buncis,10/14/2022,Kemarau,4800
3913,Sawi Putih,10/15/2022,Kemarau,3500
3914,Cabe Chilli,10/15/2022,Kemarau,18800
3915,Cabe Kriting,10/15/2022,Kemarau,22600
3916,Cabe Rawit,10/15/2022,Kemarau,44900
3917,Kol,10/15/2022,Kemarau,6700
3918,Buncis,10/15/2022,Kemarau,6300
3919,Sawi Putih,10/16/2022,Kemarau,1400
3920,Cabe Chilli,10/16/2022,Kemarau,22600
3921,Cabe Kriting,10/16/2022,Kemarau,27800
3922,Cabe Rawit,10/16/2022,Kemarau,52000
3923,Kol,10/16/2022,Kemarau,6300
3924,Buncis,10/16/2022,Kemarau,3500
3925,Sawi Putih,10/17/2022,Kemarau,600
3926,Cabe Chilli,10/17/2022,Kemarau,19600
3927,Cabe Kriting,10/17/2022,Kemarau,27400
3928,Cabe Rawit,10/17/2022,Kemarau,36600
3929,Kol,10/17/2022,Kemarau,4700
3930,Buncis,10/17/2022,Kemarau,2100
3931,Sawi Putih,10/18/2022,Kemarau,600
3932,Cabe Chilli,10/18/2022,Kemarau,22400
3933,Cabe Kriting,10/18/2022,Kemarau,33000
3934,Cabe Rawit,10/18/2022,Kemarau,37800
3935,Kol,10/18/2022,Kemarau,8900
3936,Buncis,10/18/2022,Kemarau,1800
3937,Sawi Putih,10/19/2022,Kemarau,2200
3938,Cabe Chilli,10/19/2022,Kemarau,18200
3939,Cabe Kriting,10/19/2022,Kemarau,36100
3940,Cabe Rawit,10/19/2022,Kemarau,37700
3941,Kol,10/19/2022,Kemarau,5300
3942,Buncis,10/19/2022,Kemarau,7300
3943,Sawi Putih,10/20/2022,Kemarau,3600
3944,Cabe Chilli,10/20/2022,Kemarau,21800
3945,Cabe Kriting,10/20/2022,Kemarau,28200
3946,Cabe Rawit,10/20/2022,Kemarau,43600
3947,Kol,10/20/2022,Kemarau,8000
3948,Buncis,10/20/2022,Kemarau,3900
3949,Sawi Putih,10/21/2022,Kemarau,4100
3950,Cabe Chilli,10/21/2022,Kemarau,18500
3951,Cabe Kriting,10/21/2022,Kemarau,33600
3952,Cabe Rawit,10/21/2022,Kemarau,44500
3953,Kol,10/21/2022,Kemarau,2600
3954,Buncis,10/21/2022,Kemarau,3100
3955,Sawi Putih,10/22/2022,Kemarau,400
3956,Cabe Chilli,10/22/2022,Kemarau,21100
3957,Cabe Kriting,10/22/2022,Kemarau,20600
3958,Cabe Rawit,10/22/2022,Kemarau,38900
3959,Kol,10/22/2022,Kemarau,2800
3960,Buncis,10/22/2022,Kemarau,4600
3961,Sawi Putih,10/23/2022,Kemarau,3100
3962,Cabe Chilli,10/23/2022,Kemarau,23200
3963,Cabe Kriting,10/23/2022,Kemarau,27100
3964,Cabe Rawit,10/23/2022,Kemarau,37300
3965,Kol,10/23/2022,Kemarau,4800
3966,Buncis,10/23/2022,Kemarau,2400
3967,Sawi Putih,10/24/2022,Kemarau,3500
3968,Cabe Chilli,10/24/2022,Kemarau,17000
3969,Cabe Kriting,10/24/2022,Kemarau,28000
3970,Cabe Rawit,10/24/2022,Kemarau,44300
3971,Kol,10/24/2022,Kemarau,6500
3972,Buncis,10/24/2022,Kemarau,2600
3973,Sawi Putih,10/25/2022,Kemarau,1200
3974,Cabe Chilli,10/25/2022,Kemarau,22900
3975,Cabe Kriting,10/25/2022,Kemarau,29000
3976,Cabe Rawit,10/25/2022,Kemarau,40500
3977,Kol,10/25/2022,Kemarau,5600
3978,Buncis,10/25/2022,Kemarau,5000
3979,Sawi Putih,10/26/2022,Kemarau,2100
3980,Cabe Chilli,10/26/2022,Kemarau,17300
3981,Cabe Kriting,10/26/2022,Kemarau,27400
3982,Cabe Rawit,10/26/2022,Kemarau,46800
3983,Kol,10/26/2022,Kemarau,5600
3984,Buncis,10/26/2022,Kemarau,3700
3985,Sawi Putih,10/27/2022,Kemarau,2100
3986,Cabe Chilli,10/27/2022,Kemarau,21300
3987,Cabe Kriting,10/27/2022,Kemarau,29500
3988,Cabe Rawit,10/27/2022,Kemarau,48800
3989,Kol,10/27/2022,Kemarau,8400
3990,Buncis,10/27/2022,Kemarau,4300
3991,Sawi Putih,10/28/2022,Kemarau,3400
3992,Cabe Chilli,10/28/2022,Kemarau,20000
3993,Cabe Kriting,10/28/2022,Kemarau,28000
3994,Cabe Rawit,10/28/2022,Kemarau,37700
3995,Kol,10/28/2022,Kemarau,3100
3996,Buncis,10/28/2022,Kemarau,6100
3997,Sawi Putih,10/29/2022,Kemarau,1800
3998,Cabe Chilli,10/29/2022,Kemarau,23500
3999,Cabe Kriting,10/29/2022,Kemarau,29500
4000,Cabe Rawit,10/29/2022,Kemarau,39200
4001,Kol,10/29/2022,Kemarau,5500
4002,Buncis,10/29/2022,Kemarau,5300
4003,Sawi Putih,10/30/2022,Kemarau,4000
4004,Cabe Chilli,10/30/2022,Kemarau,20100
4005,Cabe Kriting,10/30/2022,Kemarau,26300
4006,Cabe Rawit,10/30/2022,Kemarau,43500
4007,Kol,10/30/2022,Kemarau,8000
4008,Buncis,10/30/2022,Kemarau,1900
4009,Sawi Putih,10/31/2022,Kemarau,1400
4010,Cabe Chilli,10/31/2022,Kemarau,22200
4011,Cabe Kriting,10/31/2022,Kemarau,29900
4012,Cabe Rawit,10/31/2022,Kemarau,45300
4013,Kol,10/31/2022,Kemarau,6400
4014,Buncis,10/31/2022,Kemarau,4100
4015,Sawi Putih,11/1/2022,Hujan,2800
4016,Cabe Chilli,11/1/2022,Hujan,13900
4017,Cabe Kriting,11/1/2022,Hujan,26300
4018,Cabe Rawit,11/1/2022,Hujan,46500
4019,Kol,11/1/2022,Hujan,5300
4020,Buncis,11/1/2022,Hujan,2100
4021,Sawi Putih,11/2/2022,Hujan,1500
4022,Cabe Chilli,11/2/2022,Hujan,16000
4023,Cabe Kriting,11/2/2022,Hujan,22000
4024,Cabe Rawit,11/2/2022,Hujan,43000
4025,Kol,11/2/2022,Hujan,6300
4026,Buncis,11/2/2022,Hujan,3500
4027,Sawi Putih,11/3/2022,Hujan,800
4028,Cabe Chilli,11/3/2022,Hujan,19100
4029,Cabe Kriting,11/3/2022,Hujan,25300
4030,Cabe Rawit,11/3/2022,Hujan,45800
4031,Kol,11/3/2022,Hujan,3100
4032,Buncis,11/3/2022,Hujan,6100
4033,Sawi Putih,11/4/2022,Hujan,700
4034,Cabe Chilli,11/4/2022,Hujan,16200
4035,Cabe Kriting,11/4/2022,Hujan,21500
4036,Cabe Rawit,11/4/2022,Hujan,38600
4037,Kol,11/4/2022,Hujan,5500
4038,Buncis,11/4/2022,Hujan,2900
4039,Sawi Putih,11/5/2022,Hujan,1000
4040,Cabe Chilli,11/5/2022,Hujan,15400
4041,Cabe Kriting,11/5/2022,Hujan,23400
4042,Cabe Rawit,11/5/2022,Hujan,40800
4043,Kol,11/5/2022,Hujan,2500
4044,Buncis,11/5/2022,Hujan,4200
4045,Sawi Putih,11/6/2022,Hujan,800
4046,Cabe Chilli,11/6/2022,Hujan,21800
4047,Cabe Kriting,11/6/2022,Hujan,25800
4048,Cabe Rawit,11/6/2022,Hujan,34200
4049,Kol,11/6/2022,Hujan,2700
4050,Buncis,11/6/2022,Hujan,2700
4051,Sawi Putih,11/7/2022,Hujan,3800
4052,Cabe Chilli,11/7/2022,Hujan,16900
4053,Cabe Kriting,11/7/2022,Hujan,23200
4054,Cabe Rawit,11/7/2022,Hujan,40300
4055,Kol,11/7/2022,Hujan,5900
4056,Buncis,11/7/2022,Hujan,4100
4057,Sawi Putih,11/8/2022,Hujan,2800
4058,Cabe Chilli,11/8/2022,Hujan,16100
4059,Cabe Kriting,11/8/2022,Hujan,26100
4060,Cabe Rawit,11/8/2022,Hujan,30600
4061,Kol,11/8/2022,Hujan,4900
4062,Buncis,11/8/2022,Hujan,3900
4063,Sawi Putih,11/9/2022,Hujan,2900
4064,Cabe Chilli,11/9/2022,Hujan,12200
4065,Cabe Kriting,11/9/2022,Hujan,19900
4066,Cabe Rawit,11/9/2022,Hujan,38800
4067,Kol,11/9/2022,Hujan,1700
4068,Buncis,11/9/2022,Hujan,2700
4069,Sawi Putih,11/10/2022,Hujan,2400
4070,Cabe Chilli,11/10/2022,Hujan,17300
4071,Cabe Kriting,11/10/2022,Hujan,22500
4072,Cabe Rawit,11/10/2022,Hujan,37800
4073,Kol,11/10/2022,Hujan,3100
4074,Buncis,11/10/2022,Hujan,2200
4075,Sawi Putih,11/11/2022,Hujan,1900
4076,Cabe Chilli,11/11/2022,Hujan,16700
4077,Cabe Kriting,11/11/2022,Hujan,27300
4078,Cabe Rawit,11/11/2022,Hujan,41600
4079,Kol,11/11/2022,Hujan,3600
4080,Buncis,11/11/2022,Hujan,6100
4081,Sawi Putih,11/12/2022,Hujan,2600
4082,Cabe Chilli,11/12/2022,Hujan,15000
4083,Cabe Kriting,11/12/2022,Hujan,26500
4084,Cabe Rawit,11/12/2022,Hujan,45900
4085,Kol,11/12/2022,Hujan,3200
4086,Buncis,11/12/2022,Hujan,4300
4087,Sawi Putih,11/13/2022,Hujan,3100
4088,Cabe Chilli,11/13/2022,Hujan,14700
4089,Cabe Kriting,11/13/2022,Hujan,21500
4090,Cabe Rawit,11/13/2022,Hujan,41100
4091,Kol,11/13/2022,Hujan,4500
4092,Buncis,11/13/2022,Hujan,6600
4093,Sawi Putih,11/14/2022,Hujan,4400
4094,Cabe Chilli,11/14/2022,Hujan,13000
4095,Cabe Kriting,11/14/2022,Hujan,22100
4096,Cabe Rawit,11/14/2022,Hujan,33600
4097,Kol,11/14/2022,Hujan,5100
4098,Buncis,11/14/2022,Hujan,2500
4099,Sawi Putih,11/15/2022,Hujan,1600
4100,Cabe Chilli,11/15/2022,Hujan,14700
4101,Cabe Kriting,11/15/2022,Hujan,28400
4102,Cabe Rawit,11/15/2022,Hujan,33400
4103,Kol,11/15/2022,Hujan,3300
4104,Buncis,11/15/2022,Hujan,4000
4105,Sawi Putih,11/16/2022,Hujan,2300
4106,Cabe Chilli,11/16/2022,Hujan,15500
4107,Cabe Kriting,11/16/2022,Hujan,31700
4108,Cabe Rawit,11/16/2022,Hujan,34100
4109,Kol,11/16/2022,Hujan,4800
4110,Buncis,11/16/2022,Hujan,4900
4111,Sawi Putih,11/17/2022,Hujan,2000
4112,Cabe Chilli,11/17/2022,Hujan,22200
4113,Cabe Kriting,11/17/2022,Hujan,28600
4114,Cabe Rawit,11/17/2022,Hujan,27700
4115,Kol,11/17/2022,Hujan,2800
4116,Buncis,11/17/2022,Hujan,2800
4117,Sawi Putih,11/18/2022,Hujan,1800
4118,Cabe Chilli,11/18/2022,Hujan,18600
4119,Cabe Kriting,11/18/2022,Hujan,23100
4120,Cabe Rawit,11/18/2022,Hujan,41700
4121,Kol,11/18/2022,Hujan,5100
4122,Buncis,11/18/2022,Hujan,2700
4123,Sawi Putih,11/19/2022,Hujan,2200
4124,Cabe Chilli,11/19/2022,Hujan,18600
4125,Cabe Kriting,11/19/2022,Hujan,21900
4126,Cabe Rawit,11/19/2022,Hujan,46700
4127,Kol,11/19/2022,Hujan,3800
4128,Buncis,11/19/2022,Hujan,4100
4129,Sawi Putih,11/20/2022,Hujan,1900
4130,Cabe Chilli,11/20/2022,Hujan,16900
4131,Cabe Kriting,11/20/2022,Hujan,20300
4132,Cabe Rawit,11/20/2022,Hujan,41000
4133,Kol,11/20/2022,Hujan,1800
4134,Buncis,11/20/2022,Hujan,5500
4135,Sawi Putih,11/21/2022,Hujan,3300
4136,Cabe Chilli,11/21/2022,Hujan,16800
4137,Cabe Kriting,11/21/2022,Hujan,26900
4138,Cabe Rawit,11/21/2022,Hujan,35700
4139,Kol,11/21/2022,Hujan,1900
4140,Buncis,11/21/2022,Hujan,2900
4141,Sawi Putih,11/22/2022,Hujan,3700
4142,Cabe Chilli,11/22/2022,Hujan,14500
4143,Cabe Kriting,11/22/2022,Hujan,29700
4144,Cabe Rawit,11/22/2022,Hujan,30100
4145,Kol,11/22/2022,Hujan,5300
4146,Buncis,11/22/2022,Hujan,6200
4147,Sawi Putih,11/23/2022,Hujan,2300
4148,Cabe Chilli,11/23/2022,Hujan,17600
4149,Cabe Kriting,11/23/2022,Hujan,24400
4150,Cabe Rawit,11/23/2022,Hujan,35700
4151,Kol,11/23/2022,Hujan,2500
4152,Buncis,11/23/2022,Hujan,3700
4153,Sawi Putih,11/24/2022,Hujan,1700
4154,Cabe Chilli,11/24/2022,Hujan,17600
4155,Cabe Kriting,11/24/2022,Hujan,28800
4156,Cabe Rawit,11/24/2022,Hujan,30400
4157,Kol,11/24/2022,Hujan,3800
4158,Buncis,11/24/2022,Hujan,6700
4159,Sawi Putih,11/25/2022,Hujan,1300
4160,Cabe Chilli,11/25/2022,Hujan,19500
4161,Cabe Kriting,11/25/2022,Hujan,26000
4162,Cabe Rawit,11/25/2022,Hujan,34600
4163,Kol,11/25/2022,Hujan,7000
4164,Buncis,11/25/2022,Hujan,5600
4165,Sawi Putih,11/26/2022,Hujan,1200
4166,Cabe Chilli,11/26/2022,Hujan,18300
4167,Cabe Kriting,11/26/2022,Hujan,18600
4168,Cabe Rawit,11/26/2022,Hujan,33500
4169,Kol,11/26/2022,Hujan,2600
4170,Buncis,11/26/2022,Hujan,6500
4171,Sawi Putih,11/27/2022,Hujan,4000
4172,Cabe Chilli,11/27/2022,Hujan,21200
4173,Cabe Kriting,11/27/2022,Hujan,24900
4174,Cabe Rawit,11/27/2022,Hujan,43900
4175,Kol,11/27/2022,Hujan,4500
4176,Buncis,11/27/2022,Hujan,5000
4177,Sawi Putih,11/28/2022,Hujan,1200
4178,Cabe Chilli,11/28/2022,Hujan,20600
4179,Cabe Kriting,11/28/2022,Hujan,25400
4180,Cabe Rawit,11/28/2022,Hujan,36000
4181,Kol,11/28/2022,Hujan,7200
4182,Buncis,11/28/2022,Hujan,4500
4183,Sawi Putih,11/29/2022,Hujan,3300
4184,Cabe Chilli,11/29/2022,Hujan,21300
4185,Cabe Kriting,11/29/2022,Hujan,23500
4186,Cabe Rawit,11/29/2022,Hujan,36700
4187,Kol,11/29/2022,Hujan,1600
4188,Buncis,11/29/2022,Hujan,2800
4189,Sawi Putih,11/30/2022,Hujan,4100
4190,Cabe Chilli,11/30/2022,Hujan,13400
4191,Cabe Kriting,11/30/2022,Hujan,26400
4192,Cabe Rawit,11/30/2022,Hujan,44600
4193,Kol,11/30/2022,Hujan,5300
4194,Buncis,11/30/2022,Hujan,4300
4195,Sawi Putih,12/1/2022,Hujan,3300
4196,Cabe Chilli,12/1/2022,Hujan,19200
4197,Cabe Kriting,12/1/2022,Hujan,23100
4198,Cabe Rawit,12/1/2022,Hujan,41300
4199,Kol,12/1/2022,Hujan,2800
4200,Buncis,12/1/2022,Hujan,4800
4201,Sawi Putih,12/2/2022,Hujan,2000
4202,Cabe Chilli,12/2/2022,Hujan,18900
4203,Cabe Kriting,12/2/2022,Hujan,25400
4204,Cabe Rawit,12/2/2022,Hujan,45100
4205,Kol,12/2/2022,Hujan,2800
4206,Buncis,12/2/2022,Hujan,5000
4207,Sawi Putih,12/3/2022,Hujan,3800
4208,Cabe Chilli,12/3/2022,Hujan,14500
4209,Cabe Kriting,12/3/2022,Hujan,27100
4210,Cabe Rawit,12/3/2022,Hujan,31900
4211,Kol,12/3/2022,Hujan,3700
4212,Buncis,12/3/2022,Hujan,5300
4213,Sawi Putih,12/4/2022,Hujan,2500
4214,Cabe Chilli,12/4/2022,Hujan,17400
4215,Cabe Kriting,12/4/2022,Hujan,27500
4216,Cabe Rawit,12/4/2022,Hujan,37000
4217,Kol,12/4/2022,Hujan,1700
4218,Buncis,12/4/2022,Hujan,6700
4219,Sawi Putih,12/5/2022,Hujan,2700
4220,Cabe Chilli,12/5/2022,Hujan,21500
4221,Cabe Kriting,12/5/2022,Hujan,22800
4222,Cabe Rawit,12/5/2022,Hujan,43600
4223,Kol,12/5/2022,Hujan,1700
4224,Buncis,12/5/2022,Hujan,3300
4225,Sawi Putih,12/6/2022,Hujan,3800
4226,Cabe Chilli,12/6/2022,Hujan,15500
4227,Cabe Kriting,12/6/2022,Hujan,24200
4228,Cabe Rawit,12/6/2022,Hujan,36500
4229,Kol,12/6/2022,Hujan,4600
4230,Buncis,12/6/2022,Hujan,3800
4231,Sawi Putih,12/7/2022,Hujan,3900
4232,Cabe Chilli,12/7/2022,Hujan,20700
4233,Cabe Kriting,12/7/2022,Hujan,19100
4234,Cabe Rawit,12/7/2022,Hujan,42900
4235,Kol,12/7/2022,Hujan,4400
4236,Buncis,12/7/2022,Hujan,4800
4237,Sawi Putih,12/8/2022,Hujan,3100
4238,Cabe Chilli,12/8/2022,Hujan,14700
4239,Cabe Kriting,12/8/2022,Hujan,24500
4240,Cabe Rawit,12/8/2022,Hujan,32400
4241,Kol,12/8/2022,Hujan,3700
4242,Buncis,12/8/2022,Hujan,3500
4243,Sawi Putih,12/9/2022,Hujan,1100
4244,Cabe Chilli,12/9/2022,Hujan,19500
4245,Cabe Kriting,12/9/2022,Hujan,24900
4246,Cabe Rawit,12/9/2022,Hujan,41600
4247,Kol,12/9/2022,Hujan,3100
4248,Buncis,12/9/2022,Hujan,3900
4249,Sawi Putih,12/10/2022,Hujan,1600
4250,Cabe Chilli,12/10/2022,Hujan,18500
4251,Cabe Kriting,12/10/2022,Hujan,21600
4252,Cabe Rawit,12/10/2022,Hujan,38300
4253,Kol,12/10/2022,Hujan,3300
4254,Buncis,12/10/2022,Hujan,7400
4255,Sawi Putih,12/11/2022,Hujan,4000
4256,Cabe Chilli,12/11/2022,Hujan,15000
4257,Cabe Kriting,12/11/2022,Hujan,23300
4258,Cabe Rawit,12/11/2022,Hujan,38900
4259,Kol,12/11/2022,Hujan,4900
4260,Buncis,12/11/2022,Hujan,6300
4261,Sawi Putih,12/12/2022,Hujan,2700
4262,Cabe Chilli,12/12/2022,Hujan,17600
4263,Cabe Kriting,12/12/2022,Hujan,22100
4264,Cabe Rawit,12/12/2022,Hujan,36000
4265,Kol,12/12/2022,Hujan,2700
4266,Buncis,12/12/2022,Hujan,2000
4267,Sawi Putih,12/13/2022,Hujan,1100
4268,Cabe Chilli,12/13/2022,Hujan,17000
4269,Cabe Kriting,12/13/2022,Hujan,29100
4270,Cabe Rawit,12/13/2022,Hujan,41600
4271,Kol,12/13/2022,Hujan,2100
4272,Buncis,12/13/2022,Hujan,5700
4273,Sawi Putih,12/14/2022,Hujan,1100
4274,Cabe Chilli,12/14/2022,Hujan,21700
4275,Cabe Kriting,12/14/2022,Hujan,25300
4276,Cabe Rawit,12/14/2022,Hujan,40300
4277,Kol,12/14/2022,Hujan,2500
4278,Buncis,12/14/2022,Hujan,2000
4279,Sawi Putih,12/15/2022,Hujan,3600
4280,Cabe Chilli,12/15/2022,Hujan,17000
4281,Cabe Kriting,12/15/2022,Hujan,29200
4282,Cabe Rawit,12/15/2022,Hujan,39800
4283,Kol,12/15/2022,Hujan,5600
4284,Buncis,12/15/2022,Hujan,5600
4285,Sawi Putih,12/16/2022,Hujan,1300
4286,Cabe Chilli,12/16/2022,Hujan,20200
4287,Cabe Kriting,12/16/2022,Hujan,23600
4288,Cabe Rawit,12/16/2022,Hujan,35000
4289,Kol,12/16/2022,Hujan,2900
4290,Buncis,12/16/2022,Hujan,4500
4291,Sawi Putih,12/17/2022,Hujan,3900
4292,Cabe Chilli,12/17/2022,Hujan,21100
4293,Cabe Kriting,12/17/2022,Hujan,23200
4294,Cabe Rawit,12/17/2022,Hujan,39200
4295,Kol,12/17/2022,Hujan,3800
4296,Buncis,12/17/2022,Hujan,7400
4297,Sawi Putih,12/18/2022,Hujan,3600
4298,Cabe Chilli,12/18/2022,Hujan,13600
4299,Cabe Kriting,12/18/2022,Hujan,23800
4300,Cabe Rawit,12/18/2022,Hujan,33900
4301,Kol,12/18/2022,Hujan,3000
4302,Buncis,12/18/2022,Hujan,3300
4303,Sawi Putih,12/19/2022,Hujan,3600
4304,Cabe Chilli,12/19/2022,Hujan,16200
4305,Cabe Kriting,12/19/2022,Hujan,23300
4306,Cabe Rawit,12/19/2022,Hujan,30800
4307,Kol,12/19/2022,Hujan,1800
4308,Buncis,12/19/2022,Hujan,2100
4309,Sawi Putih,12/20/2022,Hujan,4300
4310,Cabe Chilli,12/20/2022,Hujan,19600
4311,Cabe Kriting,12/20/2022,Hujan,26000
4312,Cabe Rawit,12/20/2022,Hujan,34800
4313,Kol,12/20/2022,Hujan,3000
4314,Buncis,12/20/2022,Hujan,5400
4315,Sawi Putih,12/21/2022,Hujan,3000
4316,Cabe Chilli,12/21/2022,Hujan,16100
4317,Cabe Kriting,12/21/2022,Hujan,19400
4318,Cabe Rawit,12/21/2022,Hujan,32300
4319,Kol,12/21/2022,Hujan,4300
4320,Buncis,12/21/2022,Hujan,2700
4321,Sawi Putih,12/22/2022,Hujan,2000
4322,Cabe Chilli,12/22/2022,Hujan,15900
4323,Cabe Kriting,12/22/2022,Hujan,25700
4324,Cabe Rawit,12/22/2022,Hujan,32900
4325,Kol,12/22/2022,Hujan,2000
4326,Buncis,12/22/2022,Hujan,2300
4327,Sawi Putih,12/23/2022,Hujan,2100
4328,Cabe Chilli,12/23/2022,Hujan,16000
4329,Cabe Kriting,12/23/2022,Hujan,19400
4330,Cabe Rawit,12/23/2022,Hujan,35900
4331,Kol,12/23/2022,Hujan,4300
4332,Buncis,12/23/2022,Hujan,3300
4333,Sawi Putih,12/24/2022,Hujan,1800
4334,Cabe Chilli,12/24/2022,Hujan,22100
4335,Cabe Kriting,12/24/2022,Hujan,25000
4336,Cabe Rawit,12/24/2022,Hujan,27300
4337,Kol,12/24/2022,Hujan,4300
4338,Buncis,12/24/2022,Hujan,5800
4339,Sawi Putih,12/25/2022,Hujan,3400
4340,Cabe Chilli,12/25/2022,Hujan,19400
4341,Cabe Kriting,12/25/2022,Hujan,23200
4342,Cabe Rawit,12/25/2022,Hujan,39900
4343,Kol,12/25/2022,Hujan,2000
4344,Buncis,12/25/2022,Hujan,3300
4345,Sawi Putih,12/26/2022,Hujan,3100
4346,Cabe Chilli,12/26/2022,Hujan,19100
4347,Cabe Kriting,12/26/2022,Hujan,24600
4348,Cabe Rawit,12/26/2022,Hujan,46600
4349,Kol,12/26/2022,Hujan,6000
4350,Buncis,12/26/2022,Hujan,4600
4351,Sawi Putih,12/27/2022,Hujan,1800
4352,Cabe Chilli,12/27/2022,Hujan,16700
4353,Cabe Kriting,12/27/2022,Hujan,22000
4354,Cabe Rawit,12/27/2022,Hujan,38200
4355,Kol,12/27/2022,Hujan,3400
4356,Buncis,12/27/2022,Hujan,6000
4357,Sawi Putih,12/28/2022,Hujan,3900
4358,Cabe Chilli,12/28/2022,Hujan,20700
4359,Cabe Kriting,12/28/2022,Hujan,22900
4360,Cabe Rawit,12/28/2022,Hujan,38800
4361,Kol,12/28/2022,Hujan,5700
4362,Buncis,12/28/2022,Hujan,3400
4363,Sawi Putih,12/29/2022,Hujan,3300
4364,Cabe Chilli,12/29/2022,Hujan,15400
4365,Cabe Kriting,12/29/2022,Hujan,26300
4366,Cabe Rawit,12/29/2022,Hujan,39800
4367,Kol,12/29/2022,Hujan,3900
4368,Buncis,12/29/2022,Hujan,5500
4369,Sawi Putih,12/30/2022,Hujan,800
4370,Cabe Chilli,12/30/2022,Hujan,16600
4371,Cabe Kriting,12/30/2022,Hujan,27500
4372,Cabe Rawit,12/30/2022,Hujan,38800
4373,Kol,12/30/2022,Hujan,6900
4374,Buncis,12/30/2022,Hujan,6300
4375,Sawi Putih,12/31/2022,Hujan,1500
4376,Cabe Chilli,12/31/2022,Hujan,18600
4377,Cabe Kriting,12/31/2022,Hujan,25200
4378,Cabe Rawit,12/31/2022,Hujan,37800
4379,Kol,12/31/2022,Hujan,4100
4380,Buncis,12/31/2022,Hujan,5400
4381,Sawi Putih,1/1/2023,Hujan,1200
4382,Cabe Chilli,1/1/2023,Hujan,16800
4383,Cabe Kriting,1/1/2023,Hujan,22900
4384,Cabe Rawit,1/1/2023,Hujan,29700
4385,Kol,1/1/2023,Hujan,1800
4386,Buncis,1/1/2023,Hujan,4500
4387,Sawi Putih,1/2/2023,Hujan,2600
4388,Cabe Chilli,1/2/2023,Hujan,12900
4389,Cabe Kriting,1/2/2023,Hujan,18100
4390,Cabe Rawit,1/2/2023,Hujan,30100
4391,Kol,1/2/2023,Hujan,4800
4392,Buncis,1/2/2023,Hujan,3200
4393,Sawi Putih,1/3/2023,Hujan,3500
4394,Cabe Chilli,1/3/2023,Hujan,17200
4395,Cabe Kriting,1/3/2023,Hujan,15700
4396,Cabe Rawit,1/3/2023,Hujan,27300
4397,Kol,1/3/2023,Hujan,2400
4398,Buncis,1/3/2023,Hujan,5400
4399,Sawi Putih,1/4/2023,Hujan,400
4400,Cabe Chilli,1/4/2023,Hujan,18000
4401,Cabe Kriting,1/4/2023,Hujan,16100
4402,Cabe Rawit,1/4/2023,Hujan,25700
4403,Kol,1/4/2023,Hujan,3200
4404,Buncis,1/4/2023,Hujan,6200
4405,Sawi Putih,1/5/2023,Hujan,2300
4406,Cabe Chilli,1/5/2023,Hujan,14600
4407,Cabe Kriting,1/5/2023,Hujan,23300
4408,Cabe Rawit,1/5/2023,Hujan,30400
4409,Kol,1/5/2023,Hujan,2100
4410,Buncis,1/5/2023,Hujan,4100
4411,Sawi Putih,1/6/2023,Hujan,2900
4412,Cabe Chilli,1/6/2023,Hujan,13400
4413,Cabe Kriting,1/6/2023,Hujan,18400
4414,Cabe Rawit,1/6/2023,Hujan,25400
4415,Kol,1/6/2023,Hujan,4900
4416,Buncis,1/6/2023,Hujan,2900
4417,Sawi Putih,1/7/2023,Hujan,3000
