Id,Jenis Sayuran,Harga Sayuran per KG,Tanggal Harga,Musim,Harga Pasar
4223,Cabe Chilli,23023,2022-08-27,Kemarau,26418.580282488445
4224,Cabe Kriting,27822,2022-08-27,Kemarau,31277.12626236893
4225,Cabe Rawit,99774,2022-08-27,Kemarau,111848.79089186016
4226,Kol,3026,2022-08-27,Kemarau,3448.7499746429853
4227,Buncis,2830,2022-08-27,Kemarau,3177.1409123145627
4228,Tomat,1237,2022-08-27,Kemarau,1412.6504163068496
4229,Sawi Putih,1965,2022-08-28,Kemarau,2198.410906934397
4230,Cabe Chilli,26312,2022-08-28,Kemarau,29055.10318053099
4231,Cabe Kriting,25442,2022-08-28,Kemarau,28952.798493964743
4232,Cabe Rawit,58001,2022-08-28,Kemarau,65011.47981420727
4233,Kol,7523,2022-08-28,Kemarau,8307.36145284802
4234,Buncis,2064,2022-08-28,Kemarau,2359.0755608804275
4235,Tomat,5930,2022-08-28,Kemarau,6602.737453134337
4236,Sawi Putih,1730,2022-08-29,Kemarau,1930.6921028595261
4237,Cabe Chilli,55521,2022-08-29,Kemarau,61960.88864276749
4238,Cabe Kriting,72635,2022-08-29,Kemarau,80312.85816135975
4239,Cabe Rawit,87830,2022-08-29,Kemarau,99736.09403944234
4240,Kol,3963,2022-08-29,Kemarau,4485.142476340208
4241,Buncis,2257,2022-08-29,Kemarau,2518.2428239958476
4242,Tomat,9520,2022-08-29,Kemarau,10828.296771265737
4243,Sawi Putih,1180,2022-08-30,Kemarau,1326.4731727277476
4244,Cabe Chilli,46401,2022-08-30,Kemarau,52145.27620634078
4245,Cabe Kriting,74633,2022-08-30,Kemarau,83213.29684541898
4246,Cabe Rawit,60377,2022-08-30,Kemarau,68758.95858229761
4247,Kol,2031,2022-08-30,Kemarau,2287.0953160890217
4248,Buncis,2701,2022-08-30,Kemarau,3027.923477568345
4249,Tomat,6372,2022-08-30,Kemarau,7281.323632987832
4250,Sawi Putih,4171,2022-08-31,Kemarau,4614.795161661422
4251,Cabe Chilli,38588,2022-08-31,Kemarau,43663.2508314837
4252,Cabe Kriting,49605,2022-08-31,Kemarau,55976.59823222051
4253,Cabe Rawit,84072,2022-08-31,Kemarau,92819.84678641091
4254,Kol,4433,2022-08-31,Kemarau,5025.820016625477
4255,Buncis,5645,2022-08-31,Kemarau,6285.600547441817
4256,Tomat,8829,2022-08-31,Kemarau,9749.717851547473
4257,Sawi Putih,2716,2022-09-01,Kemarau,3024.4940575662367
4258,Cabe Chilli,55174,2022-09-01,Kemarau,61525.815095621976
4259,Cabe Kriting,34789,2022-09-01,Kemarau,38486.57805696163
4260,Cabe Rawit,35911,2022-09-01,Kemarau,39520.27151203485
4261,Kol,4731,2022-09-01,Kemarau,5368.299087137421
4262,Buncis,6057,2022-09-01,Kemarau,6804.446631441377
4263,Tomat,7091,2022-09-01,Kemarau,8128.65965711856
4264,Sawi Putih,900,2022-09-02,Kemarau,995.4380420680521
4265,Cabe Chilli,56475,2022-09-02,Kemarau,62643.33230610037
4266,Cabe Kriting,63947,2022-09-02,Kemarau,73235.67957124687
4267,Cabe Rawit,30955,2022-09-02,Kemarau,35279.01840514134
4268,Kol,3431,2022-09-02,Kemarau,3816.5658889481274
4269,Buncis,5679,2022-09-02,Kemarau,6461.141092213944
4270,Tomat,7195,2022-09-02,Kemarau,8125.127470881398
4271,Sawi Putih,4233,2022-09-03,Kemarau,4771.645784700288
4272,Cabe Chilli,76021,2022-09-03,Kemarau,84141.85658840531
4273,Cabe Kriting,65449,2022-09-03,Kemarau,74595.0508559318
4274,Cabe Rawit,82665,2022-09-03,Kemarau,92105.24197018739
4275,Kol,7246,2022-09-03,Kemarau,8066.080808507538
4276,Buncis,2933,2022-09-03,Kemarau,3317.1921205023323
4277,Tomat,2412,2022-09-03,Kemarau,2770.6406634995897
4278,Sawi Putih,1153,2022-09-04,Kemarau,1321.4987745361343
4279,Cabe Chilli,22958,2022-09-04,Kemarau,25303.812111865846
4280,Cabe Kriting,78238,2022-09-04,Kemarau,89523.98088172133
4281,Cabe Rawit,67358,2022-09-04,Kemarau,77296.93636015685
4282,Kol,2883,2022-09-04,Kemarau,3264.8341851385235
4283,Buncis,4302,2022-09-04,Kemarau,4800.096947844549
4284,Tomat,6947,2022-09-04,Kemarau,7866.33753647861
4285,Sawi Putih,4911,2022-09-05,Kemarau,5632.891561172521
4286,Cabe Chilli,75935,2022-09-05,Kemarau,84318.00353386188
4287,Cabe Kriting,63348,2022-09-05,Kemarau,71658.44396465573
4288,Cabe Rawit,82194,2022-09-05,Kemarau,94055.41331262098
4289,Kol,7584,2022-09-05,Kemarau,8579.383642525132
4290,Buncis,5247,2022-09-05,Kemarau,5966.7773366357405
4291,Tomat,8020,2022-09-05,Kemarau,9117.880236835877
4292,Sawi Putih,2057,2022-09-06,Kemarau,2328.2575908155986
4293,Cabe Chilli,64988,2022-09-06,Kemarau,72269.8253041963
4294,Cabe Kriting,53122,2022-09-06,Kemarau,59427.81705860147
4295,Cabe Rawit,77294,2022-09-06,Kemarau,87168.89101699863
4296,Kol,3644,2022-09-06,Kemarau,4099.90671382392
4297,Buncis,5659,2022-09-06,Kemarau,6414.204901001227
4298,Tomat,9485,2022-09-06,Kemarau,10554.563953715056
4299,Sawi Putih,2245,2022-09-07,Kemarau,2477.985700166911
4300,Cabe Chilli,52936,2022-09-07,Kemarau,60208.81966355946
4301,Cabe Kriting,30902,2022-09-07,Kemarau,35128.69054978683
4302,Cabe Rawit,72995,2022-09-07,Kemarau,81162.83403757442
4303,Kol,5503,2022-09-07,Kemarau,6155.338568856052
4304,Buncis,5778,2022-09-07,Kemarau,6387.538976926954
4305,Tomat,9527,2022-09-07,Kemarau,10584.744534251135
4306,Sawi Putih,1872,2022-09-08,Kemarau,2138.920590132418
4307,Cabe Chilli,62860,2022-09-08,Kemarau,70860.70227369828
4308,Cabe Kriting,68573,2022-09-08,Kemarau,77787.6248839865
4309,Cabe Rawit,63236,2022-09-08,Kemarau,71643.51144823882
4310,Kol,3496,2022-09-08,Kemarau,3920.77713338648
4311,Buncis,7723,2022-09-08,Kemarau,8525.995388777137
4312,Tomat,7314,2022-09-08,Kemarau,8345.315498417878
4313,Sawi Putih,2792,2022-09-09,Kemarau,3150.9302146671284
4314,Cabe Chilli,73864,2022-09-09,Kemarau,83043.52308905717
4315,Cabe Kriting,58386,2022-09-09,Kemarau,65099.522138089895
4316,Cabe Rawit,70931,2022-09-09,Kemarau,78741.71510531205
4317,Kol,7746,2022-09-09,Kemarau,8672.808902554465
4318,Buncis,2119,2022-09-09,Kemarau,2382.963498397125
4319,Tomat,3065,2022-09-09,Kemarau,3377.8615437060407
4320,Sawi Putih,4125,2022-09-10,Kemarau,4566.35640649879
4321,Cabe Chilli,28108,2022-09-10,Kemarau,32148.426586792466
4322,Cabe Kriting,49530,2022-09-10,Kemarau,55762.33391103964
4323,Cabe Rawit,79325,2022-09-10,Kemarau,89672.14050590055
4324,Kol,5565,2022-09-10,Kemarau,6168.251134052701
4325,Buncis,6575,2022-09-10,Kemarau,7372.181999570431
4326,Tomat,2882,2022-09-10,Kemarau,3252.646028235697
4327,Sawi Putih,2646,2022-09-11,Kemarau,3025.8874003513088
4328,Cabe Chilli,23419,2022-09-11,Kemarau,26640.641454997072
4329,Cabe Kriting,22262,2022-09-11,Kemarau,24496.692586594283
4330,Cabe Rawit,21293,2022-09-11,Kemarau,24209.12117288275
4331,Kol,3772,2022-09-11,Kemarau,4186.959491194844
4332,Buncis,4549,2022-09-11,Kemarau,5115.465688834245
4333,Tomat,5419,2022-09-11,Kemarau,6128.687120972583
4334,Sawi Putih,2997,2022-09-12,Kemarau,3382.354939645385
4335,Cabe Chilli,77116,2022-09-12,Kemarau,85158.56140718287
4336,Cabe Kriting,31997,2022-09-12,Kemarau,35309.76786044571
4337,Cabe Rawit,57368,2022-09-12,Kemarau,65587.57294256776
4338,Kol,5591,2022-09-12,Kemarau,6169.888963248203
4339,Buncis,7636,2022-09-12,Kemarau,8637.903419402652
4340,Tomat,9648,2022-09-12,Kemarau,10721.56098646434
4341,Sawi Putih,3155,2022-09-13,Kemarau,3562.139412399413
4342,Cabe Chilli,78692,2022-09-13,Kemarau,87118.93754112092
4343,Cabe Kriting,47224,2022-09-13,Kemarau,53703.6199690328
4344,Cabe Rawit,64851,2022-09-13,Kemarau,72756.69298672103
4345,Kol,6383,2022-09-13,Kemarau,7262.220468099059
4346,Buncis,5386,2022-09-13,Kemarau,6053.603941936537
4347,Tomat,2123,2022-09-13,Kemarau,2435.6930730418485
4348,Sawi Putih,2611,2022-09-14,Kemarau,2981.1429933319205
4349,Cabe Chilli,26861,2022-09-14,Kemarau,29641.837688652326
4350,Cabe Kriting,61303,2022-09-14,Kemarau,67867.310428845
4351,Cabe Rawit,56267,2022-09-14,Kemarau,64178.75888649263
4352,Kol,6259,2022-09-14,Kemarau,7117.427609456302
4353,Buncis,5237,2022-09-14,Kemarau,5830.159062675556
4354,Tomat,5502,2022-09-14,Kemarau,6201.642237907467
4355,Sawi Putih,2743,2022-09-15,Kemarau,3046.7031888669594
4356,Cabe Chilli,44021,2022-09-15,Kemarau,49002.91855309996
4357,Cabe Kriting,52836,2022-09-15,Kemarau,60066.004635500845
4358,Cabe Rawit,79029,2022-09-15,Kemarau,87119.10969452126
4359,Kol,7053,2022-09-15,Kemarau,7921.129757939153
4360,Buncis,5310,2022-09-15,Kemarau,5956.8383837609135
4361,Tomat,5269,2022-09-15,Kemarau,5927.718537456771
4362,Sawi Putih,1712,2022-09-16,Kemarau,1963.8702770383572
4363,Cabe Chilli,67415,2022-09-16,Kemarau,77272.89044306647
4364,Cabe Kriting,40692,2022-09-16,Kemarau,46745.61330954243
4365,Cabe Rawit,52377,2022-09-16,Kemarau,58660.08110979572
4366,Kol,4437,2022-09-16,Kemarau,5002.478368782253
4367,Buncis,5672,2022-09-16,Kemarau,6302.893260585874
4368,Tomat,8068,2022-09-16,Kemarau,9177.432503435555
4369,Sawi Putih,2568,2022-09-17,Kemarau,2878.7647865952067
4370,Cabe Chilli,60523,2022-09-17,Kemarau,69090.06321559752
4371,Cabe Kriting,76504,2022-09-17,Kemarau,85290.39175009045
4372,Cabe Rawit,53842,2022-09-17,Kemarau,59508.94188901145
4373,Kol,4377,2022-09-17,Kemarau,4884.300655845599
4374,Buncis,6648,2022-09-17,Kemarau,7629.232138533955
4375,Tomat,3523,2022-09-17,Kemarau,3984.479823878412
4376,Sawi Putih,925,2022-09-18,Kemarau,1018.4654701002949
4377,Cabe Chilli,53588,2022-09-18,Kemarau,60621.37379617943
4378,Cabe Kriting,75277,2022-09-18,Kemarau,85404.11980231345
4379,Cabe Rawit,21941,2022-09-18,Kemarau,24518.877156154726
4380,Kol,4535,2022-09-18,Kemarau,5176.74442084124
4381,Buncis,3589,2022-09-18,Kemarau,4094.5952416220844
4382,Tomat,8132,2022-09-18,Kemarau,9036.896970783708
4383,Sawi Putih,2430,2022-09-19,Kemarau,2736.557702160792
4384,Cabe Chilli,42586,2022-09-19,Kemarau,47690.70349412876
4385,Cabe Kriting,66030,2022-09-19,Kemarau,72905.63274765767
4386,Cabe Rawit,24531,2022-09-19,Kemarau,27655.43003052223
4387,Kol,5833,2022-09-19,Kemarau,6601.926922860726
4388,Buncis,2514,2022-09-19,Kemarau,2862.067539203346
4389,Tomat,4068,2022-09-19,Kemarau,4567.78956927857
4390,Sawi Putih,4502,2022-09-20,Kemarau,5122.544513432332
4391,Cabe Chilli,39150,2022-09-20,Kemarau,44000.11489719378
4392,Cabe Kriting,74547,2022-09-20,Kemarau,82710.10718852673
4393,Cabe Rawit,73473,2022-09-20,Kemarau,82452.00360399408
4394,Kol,2955,2022-09-20,Kemarau,3309.850267795383
4395,Buncis,7976,2022-09-20,Kemarau,9103.19253847104
4396,Tomat,5916,2022-09-20,Kemarau,6790.9894559654595
4397,Sawi Putih,4150,2022-09-21,Kemarau,4632.549015773143
4398,Cabe Chilli,69375,2022-09-21,Kemarau,77002.2870272984
4399,Cabe Kriting,30618,2022-09-21,Kemarau,34414.26039400217
4400,Cabe Rawit,31144,2022-09-21,Kemarau,34428.4946697269
4401,Kol,7387,2022-09-21,Kemarau,8420.925795659721
4402,Buncis,5139,2022-09-21,Kemarau,5893.2349603958
4403,Tomat,9645,2022-09-21,Kemarau,10786.456742744844
4404,Sawi Putih,1615,2022-09-22,Kemarau,1796.5515768035161
4405,Cabe Chilli,34842,2022-09-22,Kemarau,40039.532490994774
4406,Cabe Kriting,45485,2022-09-22,Kemarau,51452.457571479456
4407,Cabe Rawit,21142,2022-09-22,Kemarau,23696.012431365434
4408,Kol,2129,2022-09-22,Kemarau,2406.23462374902
4409,Buncis,3402,2022-09-22,Kemarau,3777.816895606314
4410,Tomat,5687,2022-09-22,Kemarau,6320.6185497258975
4411,Sawi Putih,915,2022-09-23,Kemarau,1010.2007680450114
4412,Cabe Chilli,65700,2022-09-23,Kemarau,73968.76142700872
4413,Cabe Kriting,47696,2022-09-23,Kemarau,53392.890883872205
4414,Cabe Rawit,76298,2022-09-23,Kemarau,84875.88166742933
4415,Kol,7064,2022-09-23,Kemarau,7811.057848159365
4416,Buncis,6514,2022-09-23,Kemarau,7332.144406661196
4417,Tomat,9792,2022-09-23,Kemarau,11029.664756119104
4418,Sawi Putih,2123,2022-09-24,Kemarau,2381.003042067887
4419,Cabe Chilli,30905,2022-09-24,Kemarau,35080.988640640695
4420,Cabe Kriting,64632,2022-09-24,Kemarau,72906.65549222002
4421,Cabe Rawit,55980,2022-09-24,Kemarau,63217.59326976487
4422,Kol,7572,2022-09-24,Kemarau,8458.303442608036
4423,Buncis,3364,2022-09-24,Kemarau,3722.7142143245133
4424,Tomat,7667,2022-09-24,Kemarau,8450.983605766754
4425,Sawi Putih,588,2022-09-25,Kemarau,665.6660293878873
4426,Cabe Chilli,37722,2022-09-25,Kemarau,43174.4711573454
4427,Cabe Kriting,77141,2022-09-25,Kemarau,84937.59002575632
4428,Cabe Rawit,21044,2022-09-25,Kemarau,23675.585704778438
4429,Kol,6945,2022-09-25,Kemarau,7869.38628154092
4430,Buncis,5920,2022-09-25,Kemarau,6682.587389681636
4431,Tomat,1013,2022-09-25,Kemarau,1152.0219409941346
4432,Sawi Putih,2171,2022-09-26,Kemarau,2422.1960899741935
4433,Cabe Chilli,76863,2022-09-26,Kemarau,84812.54336332134
4434,Cabe Kriting,79454,2022-09-26,Kemarau,89612.39332156205
4435,Cabe Rawit,98637,2022-09-26,Kemarau,113292.25732257443
4436,Kol,5962,2022-09-26,Kemarau,6794.636241942406
4437,Buncis,4313,2022-09-26,Kemarau,4748.147019954393
4438,Tomat,5262,2022-09-26,Kemarau,6039.618298373825
4439,Sawi Putih,4924,2022-09-27,Kemarau,5448.2591781936335
4440,Cabe Chilli,66643,2022-09-27,Kemarau,74516.5095574289
4441,Cabe Kriting,38762,2022-09-27,Kemarau,43012.05727643439
4442,Cabe Rawit,48767,2022-09-27,Kemarau,54743.95087986886
4443,Kol,7642,2022-09-27,Kemarau,8585.879678556965
4444,Buncis,2930,2022-09-27,Kemarau,3342.989494860743
4445,Tomat,8092,2022-09-27,Kemarau,9008.957175905845
4446,Sawi Putih,2042,2022-09-28,Kemarau,2316.3188623782094
4447,Cabe Chilli,28995,2022-09-28,Kemarau,32496.566058085922
4448,Cabe Kriting,70052,2022-09-28,Kemarau,78100.53970540008
4449,Cabe Rawit,79114,2022-09-28,Kemarau,87161.9568616609
4450,Kol,6896,2022-09-28,Kemarau,7700.857063181293
4451,Buncis,7276,2022-09-28,Kemarau,8135.70342202942
4452,Tomat,7861,2022-09-28,Kemarau,8855.233385234098
4453,Sawi Putih,4677,2022-09-29,Kemarau,5242.761744790064
4454,Cabe Chilli,36262,2022-09-29,Kemarau,40124.631551850696
4455,Cabe Kriting,54368,2022-09-29,Kemarau,61460.60729050815
4456,Cabe Rawit,99614,2022-09-29,Kemarau,113970.65726381273
4457,Kol,4322,2022-09-29,Kemarau,4755.995984976164
4458,Buncis,2836,2022-09-29,Kemarau,3231.239629642244
4459,Tomat,8059,2022-09-29,Kemarau,9029.185834422578
4460,Sawi Putih,2548,2022-09-30,Kemarau,2919.6300987417194
4461,Cabe Chilli,72704,2022-09-30,Kemarau,80127.03010737372
4462,Cabe Kriting,44756,2022-09-30,Kemarau,50974.905997510235
4463,Cabe Rawit,29669,2022-09-30,Kemarau,33726.16961499202
4464,Kol,7335,2022-09-30,Kemarau,8187.696211133187
4465,Buncis,2896,2022-09-30,Kemarau,3270.5991461276376
4466,Tomat,8941,2022-09-30,Kemarau,10273.308648639468
4467,Sawi Putih,4316,2022-10-01,Kemarau,4871.722817961954
4468,Cabe Chilli,69927,2022-10-01,Kemarau,78932.47975541871
4469,Cabe Kriting,44212,2022-10-01,Kemarau,50229.03618831605
4470,Cabe Rawit,42727,2022-10-01,Kemarau,47962.28577617083
4471,Kol,2650,2022-10-01,Kemarau,2949.0173205382944
4472,Buncis,2707,2022-10-01,Kemarau,3018.9621821387
4473,Tomat,8049,2022-10-01,Kemarau,9076.020900826225
4474,Sawi Putih,3146,2022-10-02,Kemarau,3531.0142888561395
4475,Cabe Chilli,65246,2022-10-02,Kemarau,72489.03288586953
4476,Cabe Kriting,66020,2022-10-02,Kemarau,74282.76245134186
4477,Cabe Rawit,45185,2022-10-02,Kemarau,51232.28744578311
4478,Kol,3717,2022-10-02,Kemarau,4161.265377843387
4479,Buncis,7848,2022-10-02,Kemarau,8710.109860118344
4480,Tomat,7814,2022-10-02,Kemarau,8649.149165458708
4481,Sawi Putih,3002,2022-10-03,Kemarau,3384.965222229602
4482,Cabe Chilli,35617,2022-10-03,Kemarau,40910.69381391205
4483,Cabe Kriting,69986,2022-10-03,Kemarau,80149.38855332421
4484,Cabe Rawit,29378,2022-10-03,Kemarau,32498.105080484478
4485,Kol,2030,2022-10-03,Kemarau,2234.3351410621053
4486,Buncis,6833,2022-10-03,Kemarau,7789.5018950540625
4487,Tomat,8435,2022-10-03,Kemarau,9379.31769424415
4488,Sawi Putih,4682,2022-10-04,Kemarau,5242.501836633781
4489,Cabe Chilli,50683,2022-10-04,Kemarau,56247.7974744685
4490,Cabe Kriting,47934,2022-10-04,Kemarau,54302.22871236162
4491,Cabe Rawit,35294,2022-10-04,Kemarau,40241.053701802986
4492,Kol,4850,2022-10-04,Kemarau,5538.804155759206
4493,Buncis,2400,2022-10-04,Kemarau,2742.743529835888
4494,Tomat,9112,2022-10-04,Kemarau,10200.481229478668
4495,Sawi Putih,1168,2022-10-05,Kemarau,1335.5679911610634
4496,Cabe Chilli,42765,2022-10-05,Kemarau,48650.93528088071
4497,Cabe Kriting,52681,2022-10-05,Kemarau,59975.611681816634
4498,Cabe Rawit,57606,2022-10-05,Kemarau,64589.87369436175
4499,Kol,2905,2022-10-05,Kemarau,3261.737431269936
4500,Buncis,5322,2022-10-05,Kemarau,5907.998663220674
4501,Tomat,8428,2022-10-05,Kemarau,9321.226502080854
4502,Sawi Putih,4576,2022-10-06,Kemarau,5069.468090832881
4503,Cabe Chilli,60612,2022-10-06,Kemarau,66966.6533130286
4504,Cabe Kriting,40714,2022-10-06,Kemarau,46035.7219436768
4505,Cabe Rawit,36392,2022-10-06,Kemarau,41572.836486168904
4506,Kol,7544,2022-10-06,Kemarau,8303.648557941391
4507,Buncis,6532,2022-10-06,Kemarau,7393.5356956604755
4508,Tomat,9218,2022-10-06,Kemarau,10147.930937077866
4509,Sawi Putih,2010,2022-10-07,Kemarau,2219.2944747885517
4510,Cabe Chilli,44537,2022-10-07,Kemarau,50514.124416535415
4511,Cabe Kriting,71474,2022-10-07,Kemarau,79614.30280478933
4512,Cabe Rawit,81908,2022-10-07,Kemarau,93822.16271742052
4513,Kol,2111,2022-10-07,Kemarau,2423.1638870834163
4514,Buncis,4399,2022-10-07,Kemarau,4988.136998450132
4515,Tomat,4931,2022-10-07,Kemarau,5496.093115902874
4516,Sawi Putih,2646,2022-10-08,Kemarau,3007.357709526309
4517,Cabe Chilli,46029,2022-10-08,Kemarau,51180.97904009087
4518,Cabe Kriting,28405,2022-10-08,Kemarau,32152.869971216456
4519,Cabe Rawit,51286,2022-10-08,Kemarau,57669.38524161593
4520,Kol,4120,2022-10-08,Kemarau,4611.32806438649
4521,Buncis,6389,2022-10-08,Kemarau,7330.765189767842
4522,Tomat,9648,2022-10-08,Kemarau,10800.55256211786
4523,Sawi Putih,3046,2022-10-09,Kemarau,3466.7681891055336
4524,Cabe Chilli,25531,2022-10-09,Kemarau,28168.437852235573
4525,Cabe Kriting,36254,2022-10-09,Kemarau,40308.62268320416
4526,Cabe Rawit,35716,2022-10-09,Kemarau,40343.67127375171
4527,Kol,2170,2022-10-09,Kemarau,2409.125133392607
4528,Buncis,7835,2022-10-09,Kemarau,8671.904930442519
4529,Tomat,9660,2022-10-09,Kemarau,10951.649960262414
4530,Sawi Putih,1293,2022-10-10,Kemarau,1431.9537444657285
4531,Cabe Chilli,38646,2022-10-10,Kemarau,43284.52962038951
4532,Cabe Kriting,63915,2022-10-10,Kemarau,71852.91334571278
4533,Cabe Rawit,39013,2022-10-10,Kemarau,42957.44289495442
4534,Kol,5194,2022-10-10,Kemarau,5870.7660397033615
4535,Buncis,3672,2022-10-10,Kemarau,4202.851091171058
4536,Tomat,4984,2022-10-10,Kemarau,5622.020817675359
4537,Sawi Putih,4966,2022-10-11,Kemarau,5523.382332903879
4538,Cabe Chilli,75023,2022-10-11,Kemarau,83670.3617751666
4539,Cabe Kriting,72148,2022-10-11,Kemarau,80283.64567742396
4540,Cabe Rawit,67300,2022-10-11,Kemarau,75271.64777528116
4541,Kol,6498,2022-10-11,Kemarau,7255.975127725261
4542,Buncis,7408,2022-10-11,Kemarau,8372.061699954227
4543,Tomat,6790,2022-10-11,Kemarau,7728.803285045846
4544,Sawi Putih,3747,2022-10-12,Kemarau,4271.489788728553
4545,Cabe Chilli,55367,2022-10-12,Kemarau,62994.85815271808
4546,Cabe Kriting,78243,2022-10-12,Kemarau,86815.13646376222
4547,Cabe Rawit,42917,2022-10-12,Kemarau,48348.92029839598
4548,Kol,2090,2022-10-12,Kemarau,2395.04575199514
4549,Buncis,2804,2022-10-12,Kemarau,3183.744801134584
4550,Tomat,4246,2022-10-12,Kemarau,4764.898301989234
4551,Sawi Putih,2535,2022-10-13,Kemarau,2803.8622812251265
4552,Cabe Chilli,72539,2022-10-13,Kemarau,81499.26480965091
4553,Cabe Kriting,63716,2022-10-13,Kemarau,70742.98259410003
4554,Cabe Rawit,92693,2022-10-13,Kemarau,105963.78210044252
4555,Kol,6303,2022-10-13,Kemarau,6945.719195063247
4556,Buncis,6212,2022-10-13,Kemarau,6918.582027606552
4557,Tomat,9246,2022-10-13,Kemarau,10519.9949300087
4558,Sawi Putih,762,2022-10-14,Kemarau,860.6278158452837
4559,Cabe Chilli,57089,2022-10-14,Kemarau,64653.96237467067
4560,Cabe Kriting,22670,2022-10-14,Kemarau,25487.08989044858
4561,Cabe Rawit,21875,2022-10-14,Kemarau,25156.02040316217
4562,Kol,2498,2022-10-14,Kemarau,2787.6687192835125
4563,Buncis,5700,2022-10-14,Kemarau,6544.552560991712
4564,Tomat,9657,2022-10-14,Kemarau,10873.869395144702
4565,Sawi Putih,1842,2022-10-15,Kemarau,2079.894908051724
4566,Cabe Chilli,32947,2022-10-15,Kemarau,36699.327446197356
4567,Cabe Kriting,26222,2022-10-15,Kemarau,29249.34729541214
4568,Cabe Rawit,35623,2022-10-15,Kemarau,39289.07161219174
4569,Kol,6104,2022-10-15,Kemarau,6784.882168901711
4570,Buncis,7210,2022-10-15,Kemarau,8092.990040963413
4571,Tomat,4624,2022-10-15,Kemarau,5211.934145611635
4572,Sawi Putih,693,2022-10-16,Kemarau,790.1403770717856
4573,Cabe Chilli,79385,2022-10-16,Kemarau,90928.20364617306
4574,Cabe Kriting,34005,2022-10-16,Kemarau,39034.50726774484
4575,Cabe Rawit,58481,2022-10-16,Kemarau,66077.15152427684
4576,Kol,2876,2022-10-16,Kemarau,3274.7356845398335
4577,Buncis,6522,2022-10-16,Kemarau,7293.309881245873
4578,Tomat,4611,2022-10-16,Kemarau,5266.059194470953
4579,Sawi Putih,2998,2022-10-17,Kemarau,3440.300173840878
4580,Cabe Chilli,22287,2022-10-17,Kemarau,24897.94263706112
4581,Cabe Kriting,20149,2022-10-17,Kemarau,22711.40985966165
4582,Cabe Rawit,53948,2022-10-17,Kemarau,62009.849697070385
4583,Kol,6030,2022-10-17,Kemarau,6649.654451698856
4584,Buncis,5469,2022-10-17,Kemarau,6262.4196629532935
4585,Tomat,1365,2022-10-17,Kemarau,1534.4193467985526
4586,Sawi Putih,3844,2022-10-18,Kemarau,4233.170813320872
4587,Cabe Chilli,67407,2022-10-18,Kemarau,76238.25075242844
4588,Cabe Kriting,30175,2022-10-18,Kemarau,34151.44538946884
4589,Cabe Rawit,55881,2022-10-18,Kemarau,63283.65466104996
4590,Kol,7202,2022-10-18,Kemarau,8200.29046912771
4591,Buncis,4160,2022-10-18,Kemarau,4733.446127648164
4592,Tomat,8596,2022-10-18,Kemarau,9846.559533122945
4593,Sawi Putih,1902,2022-10-19,Kemarau,2123.9868904861796
4594,Cabe Chilli,65523,2022-10-19,Kemarau,72537.24027399003
4595,Cabe Kriting,34506,2022-10-19,Kemarau,38932.56561532843
4596,Cabe Rawit,48558,2022-10-19,Kemarau,55430.4307451453
4597,Kol,3258,2022-10-19,Kemarau,3593.662279048966
4598,Buncis,4269,2022-10-19,Kemarau,4752.598826306533
4599,Tomat,5942,2022-10-19,Kemarau,6822.643735313576
4600,Sawi Putih,1805,2022-10-20,Kemarau,2059.410432949056
4601,Cabe Chilli,51268,2022-10-20,Kemarau,57994.35683856238
4602,Cabe Kriting,33196,2022-10-20,Kemarau,36917.77793874483
4603,Cabe Rawit,45639,2022-10-20,Kemarau,51218.53121957749
4604,Kol,2307,2022-10-20,Kemarau,2543.352310734176
4605,Buncis,5745,2022-10-20,Kemarau,6391.986378074853
4606,Tomat,2400,2022-10-20,Kemarau,2681.9482120048197
4607,Sawi Putih,4651,2022-10-21,Kemarau,5333.205701736859
