ID,Jenis Sayuran,Tanggal Harga,Harga Pengepul per Kilogram,Harga Pasar per Kilogram
3955,Sawi Putih,2022-10-22,511,551.7609657215474
3956,Cabe Chilli,2022-10-22,68477,74405.85640681078
3957,Cabe Kriting,2022-10-22,24419,26059.87960399873
3958,Cabe Rawit,2022-10-22,32437,34419.62061058257
3959,Kol,2022-10-22,2206,2405.022723046206
3960,Buncis,2022-10-22,5506,6025.746467358729
3961,Sawi Putih,2022-10-23,3719,3930.226961365814
3962,Cabe Chilli,2022-10-23,67828,71708.63839847456
3963,Cabe Kriting,2022-10-23,20659,22672.252867119012
3964,Cabe Rawit,2022-10-23,47452,51999.35758397515
3965,Kol,2022-10-23,3824,4164.522342613429
3966,Buncis,2022-10-23,2766,2906.59910857181
3967,Sawi Putih,2022-10-24,3810,4174.869967774752
3968,Cabe Chilli,2022-10-24,30603,33326.303273155325
3969,Cabe Kriting,2022-10-24,40626,44379.68239439577
3970,Cabe Rawit,2022-10-24,20751,22349.87036684996
3971,Kol,2022-10-24,6168,6477.608785846183
3972,Buncis,2022-10-24,3371,3560.316804174063
3973,Sawi Putih,2022-10-25,1396,1482.0048355132114
3974,Cabe Chilli,2022-10-25,21568,22805.379852261594
3975,Cabe Kriting,2022-10-25,65960,70775.4685165734
3976,Cabe Rawit,2022-10-25,68558,73846.98419637479
3977,Kol,2022-10-25,4780,5191.066716210769
3978,Buncis,2022-10-25,6424,6983.897263799737
3979,Sawi Putih,2022-10-26,2452,2671.1353393263516
3980,Cabe Chilli,2022-10-26,56734,61520.675195318385
3981,Cabe Kriting,2022-10-26,25571,27912.682380288035
3982,Cabe Rawit,2022-10-26,20675,22519.805166634087
3983,Kol,2022-10-26,5055,5470.63625181548
3984,Buncis,2022-10-26,4132,4458.931642268917
3985,Sawi Putih,2022-10-27,2474,2636.827029624632
3986,Cabe Chilli,2022-10-27,42828,45431.6310281997
3987,Cabe Kriting,2022-10-27,54648,59600.518133488695
3988,Cabe Rawit,2022-10-27,38611,41193.24477430697
3989,Kol,2022-10-27,6341,6872.927099799687
3990,Buncis,2022-10-27,5168,5608.413590510772
3991,Sawi Putih,2022-10-28,3839,4127.036483744995
3992,Cabe Chilli,2022-10-28,42795,46306.91731599593
3993,Cabe Kriting,2022-10-28,29469,32389.48209902509
3994,Cabe Rawit,2022-10-28,69539,73848.0262337814
3995,Kol,2022-10-28,2649,2783.990920270022
3996,Buncis,2022-10-28,7375,8022.259115521878
3997,Sawi Putih,2022-10-29,1971,2151.190078453338
3998,Cabe Chilli,2022-10-29,38545,40529.8941267017
3999,Cabe Kriting,2022-10-29,22606,23875.009865220178
4000,Cabe Rawit,2022-10-29,76351,80209.41450770623
4001,Kol,2022-10-29,4263,4596.692265782065
4002,Buncis,2022-10-29,6243,6764.282387027605
4003,Sawi Putih,2022-10-30,4927,5351.368243048243
4004,Cabe Chilli,2022-10-30,21413,23266.310612840534
4005,Cabe Kriting,2022-10-30,52872,56204.39887352747
4006,Cabe Rawit,2022-10-30,47723,51677.74402866265
4007,Kol,2022-10-30,6356,6801.805207975462
4008,Buncis,2022-10-30,2347,2522.495122780943
4009,Sawi Putih,2022-10-31,1834,1990.4501426115796
4010,Cabe Chilli,2022-10-31,64654,69903.77572152605
4011,Cabe Kriting,2022-10-31,49503,52656.81207074942
4012,Cabe Rawit,2022-10-31,27085,29336.325170661792
4013,Kol,2022-10-31,5496,6032.260891443658
4014,Buncis,2022-10-31,4679,4925.5374821527175
4015,Sawi Putih,2022-11-01,3190,3484.1831630732
4016,Cabe Chilli,2022-11-01,38269,41843.69772573107
4017,Cabe Kriting,2022-11-01,21649,23301.343687582295
4018,Cabe Rawit,2022-11-01,37467,40948.16282300471
4019,Kol,2022-11-01,6274,6884.280480792117
4020,Buncis,2022-11-01,2406,2593.812819466488
4021,Sawi Putih,2022-11-02,1774,1944.1034332188142
4022,Cabe Chilli,2022-11-02,48629,52324.2812345342
4023,Cabe Kriting,2022-11-02,63132,66615.54801576867
4024,Cabe Rawit,2022-11-02,29191,31040.26570669284
4025,Kol,2022-11-02,7225,7895.145218202548
4026,Buncis,2022-11-02,4038,4280.134197556978
4027,Sawi Putih,2022-11-03,1005,1063.9076000135522
4028,Cabe Chilli,2022-11-03,36954,39846.97655402005
4029,Cabe Kriting,2022-11-03,23944,25884.524107145717
4030,Cabe Rawit,2022-11-03,37652,40612.212844907845
4031,Kol,2022-11-03,3892,4236.6957191880165
4032,Buncis,2022-11-03,7017,7717.406251868732
4033,Sawi Putih,2022-11-04,853,924.8421629365134
4034,Cabe Chilli,2022-11-04,66168,71013.15669078792
4035,Cabe Kriting,2022-11-04,51589,54695.73778232441
4036,Cabe Rawit,2022-11-04,32958,36231.92323261268
4037,Kol,2022-11-04,7386,7895.061405443831
4038,Buncis,2022-11-04,3105,3351.07258533578
4039,Sawi Putih,2022-11-05,1209,1319.818540680666
4040,Cabe Chilli,2022-11-05,56787,60896.697406571926
4041,Cabe Kriting,2022-11-05,51338,56461.950073246124
4042,Cabe Rawit,2022-11-05,46827,50734.04190631621
4043,Kol,2022-11-05,3083,3288.057452046349
4044,Buncis,2022-11-05,4959,5373.961129350741
4045,Sawi Putih,2022-11-06,962,1022.178001581854
4046,Cabe Chilli,2022-11-06,61047,66407.83795286831
4047,Cabe Kriting,2022-11-06,52382,55812.8139387722
4048,Cabe Rawit,2022-11-06,62745,67058.84209474253
4049,Kol,2022-11-06,3084,3277.6714723414766
4050,Buncis,2022-11-06,3633,3838.8537416808213
4051,Sawi Putih,2022-11-07,4243,4632.24509791609
4052,Cabe Chilli,2022-11-07,70720,74396.536984766
4053,Cabe Kriting,2022-11-07,72690,78787.91259712026
4054,Cabe Rawit,2022-11-07,29218,31420.651941448494
4055,Kol,2022-11-07,6779,7451.193068861858
4056,Buncis,2022-11-07,5108,5535.831149141079
4057,Sawi Putih,2022-11-08,3376,3585.965220552421
4058,Cabe Chilli,2022-11-08,51004,55234.49266459004
4059,Cabe Kriting,2022-11-08,69352,74780.99164134027
4060,Cabe Rawit,2022-11-08,58369,63416.14048724642
4061,Kol,2022-11-08,6375,6809.183448027338
4062,Buncis,2022-11-08,4961,5366.530366106044
4063,Sawi Putih,2022-11-09,3314,3562.360661445978
4064,Cabe Chilli,2022-11-09,54708,59792.83510076863
4065,Cabe Kriting,2022-11-09,26164,28008.905851788597
4066,Cabe Rawit,2022-11-09,64809,71152.54570187641
4067,Kol,2022-11-09,2297,2417.902475078762
4068,Buncis,2022-11-09,3426,3653.252154786585
4069,Sawi Putih,2022-11-10,2899,3164.2944577864378
4070,Cabe Chilli,2022-11-10,70311,76537.11112393194
4071,Cabe Kriting,2022-11-10,59326,65245.478130254356
4072,Cabe Rawit,2022-11-10,45799,50096.88319499126
4073,Kol,2022-11-10,3934,4201.770640789412
4074,Buncis,2022-11-10,2727,2909.010212045576
4075,Sawi Putih,2022-11-11,2352,2543.158676049778
4076,Cabe Chilli,2022-11-11,39413,42293.50190511237
4077,Cabe Kriting,2022-11-11,79186,83258.5983999479
4078,Cabe Rawit,2022-11-11,69858,74318.3966992709
4079,Kol,2022-11-11,4063,4442.417563129428
4080,Buncis,2022-11-11,7000,7567.14004518291
4081,Sawi Putih,2022-11-12,3183,3438.9265849269623
4082,Cabe Chilli,2022-11-12,74757,79019.50123098222
4083,Cabe Kriting,2022-11-12,46628,49039.50654322656
4084,Cabe Rawit,2022-11-12,77481,82389.05665676705
4085,Kol,2022-11-12,3629,3936.2312136200703
4086,Buncis,2022-11-12,5390,5877.951219930828
4087,Sawi Putih,2022-11-13,3502,3764.385877531972
4088,Cabe Chilli,2022-11-13,36754,40259.35335146089
4089,Cabe Kriting,2022-11-13,58709,64066.98815242949
4090,Cabe Rawit,2022-11-13,58530,62895.54960493293
4091,Kol,2022-11-13,5875,6170.865369001734
4092,Buncis,2022-11-13,7744,8485.165762592933
4093,Sawi Putih,2022-11-14,4983,5351.930823230524
4094,Cabe Chilli,2022-11-14,71167,76268.31744096329
4095,Cabe Kriting,2022-11-14,49164,53697.127956557
4096,Cabe Rawit,2022-11-14,57329,62780.4135109067
4097,Kol,2022-11-14,5980,6421.818984192241
4098,Buncis,2022-11-14,3314,3578.96312700474
4099,Sawi Putih,2022-11-15,2003,2113.487601985728
4100,Cabe Chilli,2022-11-15,78016,83342.92255592492
4101,Cabe Kriting,2022-11-15,69439,76023.6145538315
4102,Cabe Rawit,2022-11-15,20475,22430.252091912098
4103,Kol,2022-11-15,4008,4350.645653780563
4104,Buncis,2022-11-15,5022,5283.769111395176
4105,Sawi Putih,2022-11-16,2758,2896.2575266799763
4106,Cabe Chilli,2022-11-16,22520,24188.620985853286
4107,Cabe Kriting,2022-11-16,39189,42416.51617088818
4108,Cabe Rawit,2022-11-16,72880,77030.14691721203
4109,Kol,2022-11-16,5908,6292.634575619079
4110,Buncis,2022-11-16,5383,5789.925666382907
4111,Sawi Putih,2022-11-17,2476,2646.510993574728
4112,Cabe Chilli,2022-11-17,66521,70076.80715256426
4113,Cabe Kriting,2022-11-17,67372,72524.72570451608
4114,Cabe Rawit,2022-11-17,65784,72358.56896642782
4115,Kol,2022-11-17,3165,3386.910312953827
4116,Buncis,2022-11-17,3318,3521.3832809473506
4117,Sawi Putih,2022-11-18,2305,2484.112956967346
4118,Cabe Chilli,2022-11-18,34850,38235.2742156896
4119,Cabe Kriting,2022-11-18,73446,77142.49527132133
4120,Cabe Rawit,2022-11-18,61352,65428.95903877038
4121,Kol,2022-11-18,6397,7002.186828698906
4122,Buncis,2022-11-18,3134,3330.30802688535
4123,Sawi Putih,2022-11-19,2542,2725.463382896968
4124,Cabe Chilli,2022-11-19,74633,81613.26963359959
4125,Cabe Kriting,2022-11-19,21743,22997.78819027152
4126,Cabe Rawit,2022-11-19,77419,82236.91559588436
4127,Kol,2022-11-19,4499,4778.562708777361
4128,Buncis,2022-11-19,5005,5297.313996290406
4129,Sawi Putih,2022-11-20,2481,2723.201626156428
4130,Cabe Chilli,2022-11-20,71450,75446.79307091994
4131,Cabe Kriting,2022-11-20,74133,78390.54840846005
4132,Cabe Rawit,2022-11-20,29049,31817.235106941756
4133,Kol,2022-11-20,2108,2264.344484559991
4134,Buncis,2022-11-20,6895,7455.721844100965
4135,Sawi Putih,2022-11-21,4073,4374.2467242804305
4136,Cabe Chilli,2022-11-21,49964,53147.61032742346
4137,Cabe Kriting,2022-11-21,28707,31515.33843452204
4138,Cabe Rawit,2022-11-21,69807,74978.02629398865
4139,Kol,2022-11-21,2268,2428.3992113133554
4140,Buncis,2022-11-21,3587,3850.884431573226
4141,Sawi Putih,2022-11-22,4552,5004.933338920485
4142,Cabe Chilli,2022-11-22,52520,57257.274286669235
4143,Cabe Kriting,2022-11-22,41510,44539.02481839621
4144,Cabe Rawit,2022-11-22,30008,31771.06917065639
4145,Kol,2022-11-22,6176,6649.360054798092
4146,Buncis,2022-11-22,6986,7498.362146108903
4147,Sawi Putih,2022-11-23,2833,3040.830305570153
4148,Cabe Chilli,2022-11-23,20338,21534.47170260824
4149,Cabe Kriting,2022-11-23,31206,34243.667886866504
4150,Cabe Rawit,2022-11-23,33497,35839.10907006265
4151,Kol,2022-11-23,2915,3145.146676803534
4152,Buncis,2022-11-23,4314,4593.143877821268
4153,Sawi Putih,2022-11-24,1964,2158.67438033409
4154,Cabe Chilli,2022-11-24,28368,30180.735035392176
4155,Cabe Kriting,2022-11-24,65291,69883.3382192099
4156,Cabe Rawit,2022-11-24,33680,36058.824367746325
4157,Kol,2022-11-24,4128,4529.309261513287
4158,Buncis,2022-11-24,7653,8208.092525743477
4159,Sawi Putih,2022-11-25,1586,1681.1665293124404
4160,Cabe Chilli,2022-11-25,40171,43328.26838107808
4161,Cabe Kriting,2022-11-25,28237,30409.67208665443
4162,Cabe Rawit,2022-11-25,33870,36781.22389165577
4163,Kol,2022-11-25,7940,8646.574938121237
4164,Buncis,2022-11-25,7083,7664.252678558311
4165,Sawi Putih,2022-11-26,1545,1693.463482226358
4166,Cabe Chilli,2022-11-26,37925,40103.065931388606
4167,Cabe Kriting,2022-11-26,62076,67332.0044731048
4168,Cabe Rawit,2022-11-26,55522,60510.40332446572
4169,Kol,2022-11-26,3125,3412.214317702459
4170,Buncis,2022-11-26,7488,8139.701589732621
4171,Sawi Putih,2022-11-27,4917,5192.573643828057
4172,Cabe Chilli,2022-11-27,54716,60107.57852744715
4173,Cabe Kriting,2022-11-27,34760,38000.68366537887
4174,Cabe Rawit,2022-11-27,72924,79575.0023031743
4175,Kol,2022-11-27,5832,6170.702270761495
4176,Buncis,2022-11-27,6604,7095.228224440255
4177,Sawi Putih,2022-11-28,1420,1541.644410836658
4178,Cabe Chilli,2022-11-28,49690,54117.09154044908
4179,Cabe Kriting,2022-11-28,50139,53501.00337804015
4180,Cabe Rawit,2022-11-28,44893,47280.577956687994
4181,Kol,2022-11-28,7787,8528.95301034912
4182,Buncis,2022-11-28,5467,5776.485929124332
4183,Sawi Putih,2022-11-29,3891,4237.9850261743
4184,Cabe Chilli,2022-11-29,75993,82245.27222786612
4185,Cabe Kriting,2022-11-29,20549,22244.25733806887
4186,Cabe Rawit,2022-11-29,67614,72450.74274726078
4187,Kol,2022-11-29,2072,2178.4340023621403
4188,Buncis,2022-11-29,3486,3712.4091612545226
4189,Sawi Putih,2022-11-30,4703,5170.000802204217
4190,Cabe Chilli,2022-11-30,46953,51362.31316438386
4191,Cabe Kriting,2022-11-30,59109,63097.10780351917
4192,Cabe Rawit,2022-11-30,44740,47216.40362772921
4193,Kol,2022-11-30,6649,7189.177693366801
4194,Buncis,2022-11-30,5559,5940.283946951179
4195,Sawi Putih,2022-12-01,4111,4410.284721295645
4196,Cabe Chilli,2022-12-01,34176,35948.47112768946
4197,Cabe Kriting,2022-12-01,26517,28749.851679322957
4198,Cabe Rawit,2022-12-01,60900,66832.32523074577
4199,Kol,2022-12-01,3347,3627.441843085194
4200,Buncis,2022-12-01,5788,6282.348363797875
4201,Sawi Putih,2022-12-02,2484,2678.5479551440767
4202,Cabe Chilli,2022-12-02,37617,40871.88996518603
4203,Cabe Kriting,2022-12-02,75646,80905.22591935688
4204,Cabe Rawit,2022-12-02,39863,42741.6420077715
4205,Kol,2022-12-02,3687,3988.2799116422793
4206,Buncis,2022-12-02,5727,6190.012900020832
4207,Sawi Putih,2022-12-03,4535,4981.736389369921
4208,Cabe Chilli,2022-12-03,20151,21201.00936341847
4209,Cabe Kriting,2022-12-03,78262,84288.06630630596
4210,Cabe Rawit,2022-12-03,46813,50141.563848788406
4211,Kol,2022-12-03,4292,4673.559042992328
4212,Buncis,2022-12-03,6032,6350.228382373103
4213,Sawi Putih,2022-12-04,2868,3020.418855961827
4214,Cabe Chilli,2022-12-04,70877,74780.26700235435
4215,Cabe Kriting,2022-12-04,56991,62014.86889221967
4216,Cabe Rawit,2022-12-04,43928,46886.14405883427
4217,Kol,2022-12-04,2175,2356.082957177067
4218,Buncis,2022-12-04,7427,7962.259140724253
4219,Sawi Putih,2022-12-05,3188,3460.37793425813
4220,Cabe Chilli,2022-12-05,50660,54639.29035449716
4221,Cabe Kriting,2022-12-05,33420,36630.57022073852
4222,Cabe Rawit,2022-12-05,20291,21566.34473827177
4223,Kol,2022-12-05,2043,2153.7578637824445
4224,Buncis,2022-12-05,4204,4501.097381851938
4225,Sawi Putih,2022-12-06,4468,4693.828643074028
4226,Cabe Chilli,2022-12-06,37612,40263.29127649088
4227,Cabe Kriting,2022-12-06,62758,67705.4857576117
4228,Cabe Rawit,2022-12-06,60779,66554.84861263869
4229,Kol,2022-12-06,5356,5714.953129700313
4230,Buncis,2022-12-06,4825,5192.776766043377
4231,Sawi Putih,2022-12-07,4848,5256.704707507392
4232,Cabe Chilli,2022-12-07,29816,32615.30096984944
4233,Cabe Kriting,2022-12-07,64085,67650.83641205245
4234,Cabe Rawit,2022-12-07,34351,37048.82204950867
4235,Kol,2022-12-07,5339,5805.9704216324735
4236,Buncis,2022-12-07,5447,5899.427005766488
4237,Sawi Putih,2022-12-08,4196,4441.928869134008
4238,Cabe Chilli,2022-12-08,37706,41312.80172495249
4239,Cabe Kriting,2022-12-08,41881,44359.648948058
4240,Cabe Rawit,2022-12-08,67210,72175.51044057748
4241,Kol,2022-12-08,4095,4378.57548343784
4242,Buncis,2022-12-08,4174,4490.975022018897
4243,Sawi Putih,2022-12-09,1248,1358.5924542041312
4244,Cabe Chilli,2022-12-09,46446,50290.40162049373
4245,Cabe Kriting,2022-12-09,22381,24406.80191433832
4246,Cabe Rawit,2022-12-09,79053,86744.91129705196
4247,Kol,2022-12-09,3634,3985.785176151798
4248,Buncis,2022-12-09,4568,4953.337511020196
4249,Sawi Putih,2022-12-10,1967,2099.930806297152
4250,Cabe Chilli,2022-12-10,51448,56115.366276131324
4251,Cabe Kriting,2022-12-10,34129,36981.69655148033
4252,Cabe Rawit,2022-12-10,20996,22171.282370365065
4253,Kol,2022-12-10,4237,4460.489360152798
4254,Buncis,2022-12-10,7864,8553.205059534415
4255,Sawi Putih,2022-12-11,4856,5275.971279179024
4256,Cabe Chilli,2022-12-11,28512,31040.434490332973
4257,Cabe Kriting,2022-12-11,61476,67211.01567888944
4258,Cabe Rawit,2022-12-11,75061,79213.49952369087
4259,Kol,2022-12-11,6023,6356.463215281123
4260,Buncis,2022-12-11,7087,7605.32063466058
4261,Sawi Putih,2022-12-12,3422,3692.131437041279
4262,Cabe Chilli,2022-12-12,65738,71817.34037705293
4263,Cabe Kriting,2022-12-12,30973,33285.73998114892
4264,Cabe Rawit,2022-12-12,79953,86679.85644383982
4265,Kol,2022-12-12,3484,3661.8852880256354
4266,Buncis,2022-12-12,2322,2507.203244013741
4267,Sawi Putih,2022-12-13,1217,1310.8000345977032
4268,Cabe Chilli,2022-12-13,35055,37219.81994761156
4269,Cabe Kriting,2022-12-13,45200,48666.239528614904
4270,Cabe Rawit,2022-12-13,39064,42523.69244192437
4271,Kol,2022-12-13,2679,2832.492590834303
4272,Buncis,2022-12-13,6842,7517.201530746793
4273,Sawi Putih,2022-12-14,1393,1464.5603489342466
4274,Cabe Chilli,2022-12-14,43813,46514.51748526821
4275,Cabe Kriting,2022-12-14,62748,68829.77877912745
4276,Cabe Rawit,2022-12-14,54343,58123.98996630798
4277,Kol,2022-12-14,3151,3360.848263359286
4278,Buncis,2022-12-14,2376,2538.826413305472
4279,Sawi Putih,2022-12-15,4750,4996.585482325962
4280,Cabe Chilli,2022-12-15,38527,41768.59755281921
4281,Cabe Kriting,2022-12-15,73715,80064.19912081331
4282,Cabe Rawit,2022-12-15,78825,85858.05618589613
4283,Kol,2022-12-15,7124,7647.310984708756
4284,Buncis,2022-12-15,6823,7258.411550455344
4285,Sawi Putih,2022-12-16,1636,1756.5233213846782
4286,Cabe Chilli,2022-12-16,33889,35678.32066252123
4287,Cabe Kriting,2022-12-16,45880,49866.256128463516
4288,Cabe Rawit,2022-12-16,27546,29543.375484987442
4289,Kol,2022-12-16,3560,3867.0986603103593
4290,Buncis,2022-12-16,5182,5649.372230138599
4291,Sawi Putih,2022-12-17,4707,5170.243321195392
4292,Cabe Chilli,2022-12-17,49298,54158.55201127331
4293,Cabe Kriting,2022-12-17,45514,48781.63865540537
4294,Cabe Rawit,2022-12-17,46524,49429.65992193954
4295,Kol,2022-12-17,4577,4896.442992257305
4296,Buncis,2022-12-17,7979,8717.67867602183
4297,Sawi Putih,2022-12-18,4232,4520.297244192748
4298,Cabe Chilli,2022-12-18,64849,70589.41696074397
4299,Cabe Kriting,2022-12-18,68285,73346.81079079899
4300,Cabe Rawit,2022-12-18,78136,82374.89999866475
4301,Kol,2022-12-18,3823,4045.6717240330663
4302,Buncis,2022-12-18,4116,4345.200007302418
4303,Sawi Putih,2022-12-19,4385,4788.740197668289
4304,Cabe Chilli,2022-12-19,72488,77330.01141970747
4305,Cabe Kriting,2022-12-19,63273,68090.88080350855
4306,Cabe Rawit,2022-12-19,63497,69553.00313550481
4307,Kol,2022-12-19,2010,2122.1242080801967
4308,Buncis,2022-12-19,2566,2759.0481692253106
4309,Sawi Putih,2022-12-20,4772,5189.285238488727
4310,Cabe Chilli,2022-12-20,73386,77585.62671047391
4311,Cabe Kriting,2022-12-20,60778,65388.751688390395
4312,Cabe Rawit,2022-12-20,27752,29957.038757752707
4313,Kol,2022-12-20,3537,3819.5858291620552
4314,Buncis,2022-12-20,5972,6469.099136615927
4315,Sawi Putih,2022-12-21,3454,3718.888568245506
4316,Cabe Chilli,2022-12-21,49991,54652.80857296281
4317,Cabe Kriting,2022-12-21,29178,30766.523202270728
4318,Cabe Rawit,2022-12-21,29327,30890.780600457714
4319,Kol,2022-12-21,5509,5858.071871760855
4320,Buncis,2022-12-21,3224,3390.5007547029436
4321,Sawi Putih,2022-12-22,2363,2483.6366960958535
4322,Cabe Chilli,2022-12-22,70242,76445.14044198234
4323,Cabe Kriting,2022-12-22,35973,38795.34101027856
4324,Cabe Rawit,2022-12-22,35240,38454.992611276015
4325,Kol,2022-12-22,2333,2505.660124173622
4326,Buncis,2022-12-22,2802,3024.060604616813
4327,Sawi Putih,2022-12-23,2521,2737.685168350097
4328,Cabe Chilli,2022-12-23,46686,49146.543772444275
4329,Cabe Kriting,2022-12-23,73671,77674.88572832453
4330,Cabe Rawit,2022-12-23,68062,73716.05500742958
4331,Kol,2022-12-23,5017,5351.898102849016
4332,Buncis,2022-12-23,3977,4272.3333793236925
4333,Sawi Putih,2022-12-24,2207,2419.4545659460523
4334,Cabe Chilli,2022-12-24,56817,61467.4138332719
4335,Cabe Kriting,2022-12-24,23900,25586.38955919278
4336,Cabe Rawit,2022-12-24,43610,47296.57534416827
4337,Kol,2022-12-24,5270,5722.8854416802205
4338,Buncis,2022-12-24,7685,8216.584362225976
4339,Sawi Putih,2022-12-25,3824,4067.338713972302
4340,Cabe Chilli,2022-12-25,55293,59912.48999528354
4341,Cabe Kriting,2022-12-25,35779,37869.99479863137
4342,Cabe Rawit,2022-12-25,47667,50630.78360825995
4343,Kol,2022-12-25,2447,2589.128965755302
4344,Buncis,2022-12-25,3500,3826.1950675343473
4345,Sawi Putih,2022-12-26,3973,4198.903601627006
4346,Cabe Chilli,2022-12-26,73533,79145.74071479062
4347,Cabe Kriting,2022-12-26,65375,71438.16061355334
4348,Cabe Rawit,2022-12-26,67922,71884.47963110941
4349,Kol,2022-12-26,6890,7234.922825697791
4350,Buncis,2022-12-26,5503,5862.00105632509
4351,Sawi Putih,2022-12-27,2032,2231.227183980496
4352,Cabe Chilli,2022-12-27,28880,30473.72977110267
4353,Cabe Kriting,2022-12-27,49880,53047.78751345353
4354,Cabe Rawit,2022-12-27,69686,75756.83024434382
4355,Kol,2022-12-27,4447,4816.4231862246725
4356,Buncis,2022-12-27,7617,8129.221391082827
4357,Sawi Putih,2022-12-28,4692,5110.3911829120925
4358,Cabe Chilli,2022-12-28,62253,67681.89026256205
4359,Cabe Kriting,2022-12-28,20303,22313.17159045068
4360,Cabe Rawit,2022-12-28,51161,55692.164941332034
4361,Kol,2022-12-28,6881,7468.622912965174
4362,Buncis,2022-12-28,4688,5022.071887090311
4363,Sawi Putih,2022-12-29,4079,4365.059579821361
4364,Cabe Chilli,2022-12-29,56065,60114.05948389196
4365,Cabe Kriting,2022-12-29,45075,47791.22068589723
4366,Cabe Rawit,2022-12-29,79077,83247.5513789636
4367,Kol,2022-12-29,4394,4674.179165469572
4368,Buncis,2022-12-29,7190,7633.178079338242
4369,Sawi Putih,2022-12-30,950,1025.569065550174
4370,Cabe Chilli,2022-12-30,66917,70413.1651133314
4371,Cabe Kriting,2022-12-30,75832,82406.5092736483
4372,Cabe Rawit,2022-12-30,26657,29022.699408479333
4373,Kol,2022-12-30,7851,8349.74876469979
4374,Buncis,2022-12-30,7518,8243.09226012762
4375,Sawi Putih,2022-12-31,1878,2022.0673023960776
4376,Cabe Chilli,2022-12-31,55996,60407.23722611264
4377,Cabe Kriting,2022-12-31,54362,57646.442280754694
4378,Cabe Rawit,2022-12-31,54907,59352.411842925816
