ID,Jenis Sayuran,Tanggal Harga,Season,Harga Beli Pengepul per Kilogram,Harga Beli Pasar per Kilogram
3324,Buncis,7/8/2022,Kemarau,3524.056306,3896.213452
3325,Sawi Putih,7/9/2022,Kemarau,3822.231515,4468.676884
3326,Cabe Chilli,7/9/2022,Kemarau,21369.97973,25049.28787
3327,Cabe Kriting,7/9/2022,Kemarau,40319.22533,45487.60874
3328,Cabe Rawit,7/9/2022,Kemarau,41186.70525,47659.64492
3329,Kol,7/9/2022,Kemarau,9226.537491,9974.920939
3330,Buncis,7/9/2022,Kemarau,7510.980328,8039.800151
3331,Sawi Putih,7/10/2022,Kemarau,5064.206695,5583.047773
3332,Cabe Chilli,7/10/2022,Kemarau,21099.93775,24781.96915
3333,Cabe Kriting,7/10/2022,Kemarau,37588.36533,40821.33819
3334,Cabe Rawit,7/10/2022,Kemarau,61954.01711,72791.10541
3335,Kol,7/10/2022,Kemarau,8014.465403,9194.977717
3336,Buncis,7/10/2022,Kemarau,6518.824436,7318.342564
3337,Sawi Putih,7/11/2022,Kemarau,1479.943608,1569.586222
3338,Cabe Chilli,7/11/2022,Kemarau,26855.11627,31152.46099
3339,Cabe Kriting,7/11/2022,Kemarau,34112.03213,39350.15465
3340,Cabe Rawit,7/11/2022,Kemarau,52933.21258,59883.30333
3341,Kol,7/11/2022,Kemarau,9739.919182,11199.98058
3342,Buncis,7/11/2022,Kemarau,4186.222964,4539.156949
3343,Sawi Putih,7/12/2022,Kemarau,5091.042377,5431.980725
3344,Cabe Chilli,7/12/2022,Kemarau,22409.48721,25043.65936
3345,Cabe Kriting,7/12/2022,Kemarau,42004.96173,44256.92179
3346,Cabe Rawit,7/12/2022,Kemarau,46180.21431,53800.62432
3347,Kol,7/12/2022,Kemarau,8908.738321,9813.649696
3348,Buncis,7/12/2022,Kemarau,5777.003948,6616.411686
3349,Sawi Putih,7/13/2022,Kemarau,4694.040794,5354.010533
3350,Cabe Chilli,7/13/2022,Kemarau,17642.98118,20579.1246
3351,Cabe Kriting,7/13/2022,Kemarau,30033.79389,33080.48392
3352,Cabe Rawit,7/13/2022,Kemarau,49468.59302,56885.74829
3353,Kol,7/13/2022,Kemarau,7175.047081,7938.184676
3354,Buncis,7/13/2022,Kemarau,3766.373216,4001.116597
3355,Sawi Putih,7/14/2022,Kemarau,3838.428413,4315.379483
3356,Cabe Chilli,7/14/2022,Kemarau,26506.58658,30682.07487
3357,Cabe Kriting,7/14/2022,Kemarau,32273.28915,36165.28641
3358,Cabe Rawit,7/14/2022,Kemarau,66453.00268,72329.8039
3359,Kol,7/14/2022,Kemarau,4414.476924,4665.590755
3360,Buncis,7/14/2022,Kemarau,7421.657768,7973.788942
3361,Sawi Putih,7/15/2022,Kemarau,4365.838451,4745.180971
3362,Cabe Chilli,7/15/2022,Kemarau,21930.27247,23324.04013
3363,Cabe Kriting,7/15/2022,Kemarau,35648.30927,39111.23912
3364,Cabe Rawit,7/15/2022,Kemarau,57022.05752,61986.86347
3365,Kol,7/15/2022,Kemarau,5869.172776,6256.20868
3366,Buncis,7/15/2022,Kemarau,4387.684241,5108.907364
3367,Sawi Putih,7/16/2022,Kemarau,1332.095443,1524.689203
3368,Cabe Chilli,7/16/2022,Kemarau,26095.67377,28969.97112
3369,Cabe Kriting,7/16/2022,Kemarau,30691.32428,34740.19969
3370,Cabe Rawit,7/16/2022,Kemarau,44316.70414,50464.63202
3371,Kol,7/16/2022,Kemarau,12784.23904,13750.84775
3372,Buncis,7/16/2022,Kemarau,3614.429757,4047.676621
3373,Sawi Putih,7/17/2022,Kemarau,3515.681602,4016.569593
3374,Cabe Chilli,7/17/2022,Kemarau,29554.62386,31799.85567
3375,Cabe Kriting,7/17/2022,Kemarau,32070.60502,35035.31299
3376,Cabe Rawit,7/17/2022,Kemarau,66698.76593,71437.85361
3377,Kol,7/17/2022,Kemarau,5290.7996,5719.199749
3378,Buncis,7/17/2022,Kemarau,2402.744112,2770.62502
3379,Sawi Putih,7/18/2022,Kemarau,1274.008774,1426.717141
3380,Cabe Chilli,7/18/2022,Kemarau,27834.31366,29621.49924
3381,Cabe Kriting,7/18/2022,Kemarau,44378.4112,50418.84501
3382,Cabe Rawit,7/18/2022,Kemarau,54344.23431,60913.29807
3383,Kol,7/18/2022,Kemarau,6150.716019,6495.13906
3384,Buncis,7/18/2022,Kemarau,6764.456797,7951.483934
3385,Sawi Putih,7/19/2022,Kemarau,1592.977778,1770.102711
3386,Cabe Chilli,7/19/2022,Kemarau,25601.45892,27635.1568
3387,Cabe Kriting,7/19/2022,Kemarau,34608.24555,40499.72484
3388,Cabe Rawit,7/19/2022,Kemarau,46931.61558,49789.16626
3389,Kol,7/19/2022,Kemarau,8678.084657,9429.829315
3390,Buncis,7/19/2022,Kemarau,5289.549375,6157.997593
3391,Sawi Putih,7/20/2022,Kemarau,1198.054323,1379.809616
3392,Cabe Chilli,7/20/2022,Kemarau,22320.42041,26032.46097
3393,Cabe Kriting,7/20/2022,Kemarau,36547.35306,39760.91364
3394,Cabe Rawit,7/20/2022,Kemarau,52967.94452,56707.36104
3395,Kol,7/20/2022,Kemarau,11587.93959,13139.20646
3396,Buncis,7/20/2022,Kemarau,4849.446502,5431.872444
3397,Sawi Putih,7/21/2022,Kemarau,3635.592836,4049.961455
3398,Cabe Chilli,7/21/2022,Kemarau,21700.24262,22959.13134
3399,Cabe Kriting,7/21/2022,Kemarau,29139.44278,32290.74959
3400,Cabe Rawit,7/21/2022,Kemarau,62990.48639,71275.1307
3401,Kol,7/21/2022,Kemarau,8380.804556,8907.643532
3402,Buncis,7/21/2022,Kemarau,4219.777184,4683.006716
3403,Sawi Putih,7/22/2022,Kemarau,841.6859684,970.9551397
3404,Cabe Chilli,7/22/2022,Kemarau,24553.11907,26596.97217
3405,Cabe Kriting,7/22/2022,Kemarau,34291.00278,38306.77321
3406,Cabe Rawit,7/22/2022,Kemarau,48665.67897,55466.53387
3407,Kol,7/22/2022,Kemarau,7286.229036,8506.227402
3408,Buncis,7/22/2022,Kemarau,7338.270258,7885.116228
3409,Sawi Putih,7/23/2022,Kemarau,4418.437678,5176.386761
3410,Cabe Chilli,7/23/2022,Kemarau,20462.88965,24032.92331
3411,Cabe Kriting,7/23/2022,Kemarau,33828.25678,39369.75792
3412,Cabe Rawit,7/23/2022,Kemarau,48828.20639,53427.49473
3413,Kol,7/23/2022,Kemarau,5654.471782,6221.643541
3414,Buncis,7/23/2022,Kemarau,3826.81248,4328.771491
3415,Sawi Putih,7/24/2022,Kemarau,796.9911413,907.8730457
3416,Cabe Chilli,7/24/2022,Kemarau,26645.689,31072.5476
3417,Cabe Kriting,7/24/2022,Kemarau,27612.47106,31213.56303
3418,Cabe Rawit,7/24/2022,Kemarau,46777.76272,53215.78413
3419,Kol,7/24/2022,Kemarau,5409.780496,5957.982992
3420,Buncis,7/24/2022,Kemarau,7737.2503,8201.208105
3421,Sawi Putih,7/25/2022,Kemarau,2571.00243,2947.72946
3422,Cabe Chilli,7/25/2022,Kemarau,24318.25897,28359.72315
3423,Cabe Kriting,7/25/2022,Kemarau,37099.96084,40488.81867
3424,Cabe Rawit,7/25/2022,Kemarau,51128.63042,57279.89664
3425,Kol,7/25/2022,Kemarau,6369.672028,6854.303435
3426,Buncis,7/25/2022,Kemarau,4377.889346,4885.42527
3427,Sawi Putih,7/26/2022,Kemarau,4023.890908,4525.453049
3428,Cabe Chilli,7/26/2022,Kemarau,21825.07483,24734.70148
3429,Cabe Kriting,7/26/2022,Kemarau,34908.51098,37357.33051
3430,Cabe Rawit,7/26/2022,Kemarau,62255.63514,66071.21576
3431,Kol,7/26/2022,Kemarau,8267.028754,8722.235393
3432,Buncis,7/26/2022,Kemarau,7886.544334,9082.444021
3433,Sawi Putih,7/27/2022,Kemarau,2513.122408,2652.573362
3434,Cabe Chilli,7/27/2022,Kemarau,26116.51648,30217.41195
3435,Cabe Kriting,7/27/2022,Kemarau,33286.20791,36977.01755
3436,Cabe Rawit,7/27/2022,Kemarau,44486.24842,48622.6966
3437,Kol,7/27/2022,Kemarau,4441.681147,4727.719388
3438,Buncis,7/27/2022,Kemarau,3871.786642,4422.142256
3439,Sawi Putih,7/28/2022,Kemarau,3473.580674,3672.838573
3440,Cabe Chilli,7/28/2022,Kemarau,19547.53286,22030.74181
3441,Cabe Kriting,7/28/2022,Kemarau,40582.83394,45207.9807
3442,Cabe Rawit,7/28/2022,Kemarau,47264.62835,51051.20485
3443,Kol,7/28/2022,Kemarau,7058.04371,7887.231616
3444,Buncis,7/28/2022,Kemarau,4083.604779,4379.526837
3445,Sawi Putih,7/29/2022,Kemarau,4105.747673,4626.175193
3446,Cabe Chilli,7/29/2022,Kemarau,29087.41092,30736.5873
3447,Cabe Kriting,7/29/2022,Kemarau,25769.51889,29474.2621
3448,Cabe Rawit,7/29/2022,Kemarau,55633.78555,59171.19757
3449,Kol,7/29/2022,Kemarau,9375.98121,9916.31467
3450,Buncis,7/29/2022,Kemarau,2411.898007,2559.092784
3451,Sawi Putih,7/30/2022,Kemarau,1124.687604,1257.692953
3452,Cabe Chilli,7/30/2022,Kemarau,26432.33742,28677.11332
3453,Cabe Kriting,7/30/2022,Kemarau,41255.23288,43978.08143
3454,Cabe Rawit,7/30/2022,Kemarau,52955.51492,56740.41281
3455,Kol,7/30/2022,Kemarau,10410.8207,10985.66964
3456,Buncis,7/30/2022,Kemarau,3793.005226,4232.156499
3457,Sawi Putih,7/31/2022,Kemarau,2519.712717,2672.808372
3458,Cabe Chilli,7/31/2022,Kemarau,19526.11429,21160.95243
3459,Cabe Kriting,7/31/2022,Kemarau,36109.29278,38475.93469
3460,Cabe Rawit,7/31/2022,Kemarau,40663.7496,44619.02856
3461,Kol,7/31/2022,Kemarau,7611.974941,8678.47852
3462,Buncis,7/31/2022,Kemarau,2902.017947,3227.527509
3463,Sawi Putih,8/1/2022,Kemarau,1545.919462,1644.959761
3464,Cabe Chilli,8/1/2022,Kemarau,18365.76378,20281.5907
3465,Cabe Kriting,8/1/2022,Kemarau,25410.64459,29133.62159
3466,Cabe Rawit,8/1/2022,Kemarau,43004.97894,45583.32916
3467,Kol,8/1/2022,Kemarau,2365.566976,2700.859141
3468,Buncis,8/1/2022,Kemarau,2946.397067,3441.773689
3469,Sawi Putih,8/2/2022,Kemarau,4016.247308,4362.297518
3470,Cabe Chilli,8/2/2022,Kemarau,18675.93096,20083.37378
3471,Cabe Kriting,8/2/2022,Kemarau,35411.63067,40027.8434
3472,Cabe Rawit,8/2/2022,Kemarau,42674.80579,48480.83227
3473,Kol,8/2/2022,Kemarau,8647.721753,9818.689174
3474,Buncis,8/2/2022,Kemarau,4329.717625,4734.839235
3475,Sawi Putih,8/3/2022,Kemarau,620.2968244,704.9642793
3476,Cabe Chilli,8/3/2022,Kemarau,18909.84342,20788.20801
3477,Cabe Kriting,8/3/2022,Kemarau,30876.14998,33099.07977
3478,Cabe Rawit,8/3/2022,Kemarau,46079.97777,48727.44241
3479,Kol,8/3/2022,Kemarau,4408.975605,4899.918976
3480,Buncis,8/3/2022,Kemarau,4783.390731,5418.408203
3481,Sawi Putih,8/4/2022,Kemarau,4092.57979,4531.102069
3482,Cabe Chilli,8/4/2022,Kemarau,16827.94104,17950.08822
3483,Cabe Kriting,8/4/2022,Kemarau,26942.88355,29013.24706
3484,Cabe Rawit,8/4/2022,Kemarau,43916.12835,47123.26992
3485,Kol,8/4/2022,Kemarau,3190.718975,3646.342757
3486,Buncis,8/4/2022,Kemarau,4293.404524,4612.982785
3487,Sawi Putih,8/5/2022,Kemarau,1536.45268,1637.643261
3488,Cabe Chilli,8/5/2022,Kemarau,19718.51614,21124.51871
3489,Cabe Kriting,8/5/2022,Kemarau,26949.77326,29793.54713
3490,Cabe Rawit,8/5/2022,Kemarau,43491.25534,48880.41805
3491,Kol,8/5/2022,Kemarau,6591.479658,7169.472645
3492,Buncis,8/5/2022,Kemarau,2846.399878,3219.911248
3493,Sawi Putih,8/6/2022,Kemarau,1028.41467,1148.970617
3494,Cabe Chilli,8/6/2022,Kemarau,26721.51852,28213.95372
3495,Cabe Kriting,8/6/2022,Kemarau,29562.15537,32319.34913
3496,Cabe Rawit,8/6/2022,Kemarau,40081.95195,43727.00384
3497,Kol,8/6/2022,Kemarau,5952.917717,6827.866278
3498,Buncis,8/6/2022,Kemarau,4083.18192,4581.873538
3499,Sawi Putih,8/7/2022,Kemarau,1962.44323,2250.330097
3500,Cabe Chilli,8/7/2022,Kemarau,15780.87057,18147.34434
3501,Cabe Kriting,8/7/2022,Kemarau,25132.57783,29436.68649
3502,Cabe Rawit,8/7/2022,Kemarau,33086.84231,37943.89229
3503,Kol,8/7/2022,Kemarau,8543.758707,9446.062127
3504,Buncis,8/7/2022,Kemarau,5626.282219,6605.05931
3505,Sawi Putih,8/8/2022,Kemarau,2173.607197,2446.649601
3506,Cabe Chilli,8/8/2022,Kemarau,19035.18328,21267.13329
3507,Cabe Kriting,8/8/2022,Kemarau,23727.60473,26576.4116
3508,Cabe Rawit,8/8/2022,Kemarau,48063.54318,52189.87264
3509,Kol,8/8/2022,Kemarau,9335.467129,9855.11682
3510,Buncis,8/8/2022,Kemarau,3893.262601,4499.030981
3511,Sawi Putih,8/9/2022,Kemarau,3843.446331,4111.14782
3512,Cabe Chilli,8/9/2022,Kemarau,21196.03456,23274.01737
3513,Cabe Kriting,8/9/2022,Kemarau,30640.0664,35722.8268
3514,Cabe Rawit,8/9/2022,Kemarau,53892.10899,57126.66633
3515,Kol,8/9/2022,Kemarau,3056.525981,3446.439311
3516,Buncis,8/9/2022,Kemarau,5255.864043,5851.838766
3517,Sawi Putih,8/10/2022,Kemarau,1153.460676,1293.580496
3518,Cabe Chilli,8/10/2022,Kemarau,18821.99054,20790.49611
3519,Cabe Kriting,8/10/2022,Kemarau,33742.63879,39363.74531
3520,Cabe Rawit,8/10/2022,Kemarau,46944.35018,52259.86497
3521,Kol,8/10/2022,Kemarau,8143.218981,9316.211006
3522,Buncis,8/10/2022,Kemarau,5846.830204,6678.07071
3523,Sawi Putih,8/11/2022,Kemarau,786.9342817,841.6327023
3524,Cabe Chilli,8/11/2022,Kemarau,26113.94422,28288.14872
3525,Cabe Kriting,8/11/2022,Kemarau,25678.51668,28611.43111
3526,Cabe Rawit,8/11/2022,Kemarau,46993.92608,53426.21103
3527,Kol,8/11/2022,Kemarau,5662.458215,6435.314535
3528,Buncis,8/11/2022,Kemarau,2769.101739,3209.099397
3529,Sawi Putih,8/12/2022,Kemarau,2933.458852,3091.918151
3530,Cabe Chilli,8/12/2022,Kemarau,16895.93537,19023.21385
3531,Cabe Kriting,8/12/2022,Kemarau,26409.72337,30694.36353
3532,Cabe Rawit,8/12/2022,Kemarau,45654.16276,49564.57416
3533,Kol,8/12/2022,Kemarau,4626.228131,5290.356832
3534,Buncis,8/12/2022,Kemarau,5739.549142,6666.15693
3535,Sawi Putih,8/13/2022,Kemarau,748.3873947,791.1590967
3536,Cabe Chilli,8/13/2022,Kemarau,14289.22794,16397.24609
3537,Cabe Kriting,8/13/2022,Kemarau,22368.16483,23712.56707
3538,Cabe Rawit,8/13/2022,Kemarau,40766.71468,45703.71964
3539,Kol,8/13/2022,Kemarau,4293.387773,4872.673815
3540,Buncis,8/13/2022,Kemarau,5312.094501,5950.785389
3541,Sawi Putih,8/14/2022,Kemarau,3955.921586,4477.223266
3542,Cabe Chilli,8/14/2022,Kemarau,19516.72413,22632.84816
3543,Cabe Kriting,8/14/2022,Kemarau,30459.53558,32233.02632
3544,Cabe Rawit,8/14/2022,Kemarau,47385.57241,49916.39398
3545,Kol,8/14/2022,Kemarau,9015.507494,9995.288646
3546,Buncis,8/14/2022,Kemarau,3789.044459,4263.885612
3547,Sawi Putih,8/15/2022,Kemarau,1107.794167,1300.77524
3548,Cabe Chilli,8/15/2022,Kemarau,21643.50276,23781.09066
3549,Cabe Kriting,8/15/2022,Kemarau,24908.11769,26970.36713
3550,Cabe Rawit,8/15/2022,Kemarau,33986.12829,38599.6375
3551,Kol,8/15/2022,Kemarau,6773.916734,7374.602543
3552,Buncis,8/15/2022,Kemarau,5946.239777,6368.564294
3553,Sawi Putih,8/16/2022,Kemarau,3577.006881,3925.6823
3554,Cabe Chilli,8/16/2022,Kemarau,16804.75117,18032.25632
3555,Cabe Kriting,8/16/2022,Kemarau,28181.47574,32771.04975
3556,Cabe Rawit,8/16/2022,Kemarau,44770.4656,48241.24566
3557,Kol,8/16/2022,Kemarau,4522.224599,4957.962554
3558,Buncis,8/16/2022,Kemarau,2247.981321,2475.56601
3559,Sawi Putih,8/17/2022,Kemarau,1521.014649,1689.574732
3560,Cabe Chilli,8/17/2022,Kemarau,23415.32102,25731.11063
3561,Cabe Kriting,8/17/2022,Kemarau,23235.45363,27257.98759
3562,Cabe Rawit,8/17/2022,Kemarau,47277.78192,51052.2363
3563,Kol,8/17/2022,Kemarau,7257.981215,7969.647717
3564,Buncis,8/17/2022,Kemarau,2320.865968,2661.796889
3565,Sawi Putih,8/18/2022,Kemarau,3805.14589,4229.876291
3566,Cabe Chilli,8/18/2022,Kemarau,21072.94122,23508.95538
3567,Cabe Kriting,8/18/2022,Kemarau,31239.80491,34733.25731
3568,Cabe Rawit,8/18/2022,Kemarau,49765.34633,53048.88983
3569,Kol,8/18/2022,Kemarau,3779.218605,4410.99005
3570,Buncis,8/18/2022,Kemarau,5098.504048,5800.29912
3571,Sawi Putih,8/19/2022,Kemarau,3815.671689,4158.260471
3572,Cabe Chilli,8/19/2022,Kemarau,15910.13621,18635.92987
3573,Cabe Kriting,8/19/2022,Kemarau,25696.31215,29826.08863
3574,Cabe Rawit,8/19/2022,Kemarau,47546.08517,50175.54236
3575,Kol,8/19/2022,Kemarau,8432.259757,9907.239137
3576,Buncis,8/19/2022,Kemarau,4782.435336,5094.394531
3577,Sawi Putih,8/20/2022,Kemarau,3516.547054,3999.662023
3578,Cabe Chilli,8/20/2022,Kemarau,23291.23139,24723.86176
3579,Cabe Kriting,8/20/2022,Kemarau,34670.66778,40470.21905
3580,Cabe Rawit,8/20/2022,Kemarau,36839.31271,42059.36764
3581,Kol,8/20/2022,Kemarau,3411.226582,3664.387551
3582,Buncis,8/20/2022,Kemarau,2071.34818,2316.941581
3583,Sawi Putih,8/21/2022,Kemarau,1605.272541,1818.021776
3584,Cabe Chilli,8/21/2022,Kemarau,17814.17124,19321.51725
3585,Cabe Kriting,8/21/2022,Kemarau,28727.42873,33105.66426
3586,Cabe Rawit,8/21/2022,Kemarau,32454.89659,37806.28783
3587,Kol,8/21/2022,Kemarau,7924.375139,8428.173267
3588,Buncis,8/21/2022,Kemarau,3504.017693,4081.966361
3589,Sawi Putih,8/22/2022,Kemarau,2083.222839,2409.477824
3590,Cabe Chilli,8/22/2022,Kemarau,16206.45082,17640.63613
3591,Cabe Kriting,8/22/2022,Kemarau,27843.97658,31126.30943
3592,Cabe Rawit,8/22/2022,Kemarau,48182.27811,52581.28008
3593,Kol,8/22/2022,Kemarau,7562.292039,8188.061473
3594,Buncis,8/22/2022,Kemarau,3342.580201,3545.858073
3595,Sawi Putih,8/23/2022,Kemarau,680.2726326,785.9019793
3596,Cabe Chilli,8/23/2022,Kemarau,21009.74685,22247.44933
3597,Cabe Kriting,8/23/2022,Kemarau,28487.26395,32432.74154
3598,Cabe Rawit,8/23/2022,Kemarau,40120.56848,46676.55824
3599,Kol,8/23/2022,Kemarau,10217.3089,10805.69496
3600,Buncis,8/23/2022,Kemarau,5040.150079,5350.967485
3601,Sawi Putih,8/24/2022,Kemarau,1019.439308,1119.817924
3602,Cabe Chilli,8/24/2022,Kemarau,19367.9972,21647.30731
3603,Cabe Kriting,8/24/2022,Kemarau,24129.05425,27935.80357
3604,Cabe Rawit,8/24/2022,Kemarau,48029.59455,51452.82808
3605,Kol,8/24/2022,Kemarau,4733.604162,5426.814776
3606,Buncis,8/24/2022,Kemarau,5425.276834,6188.219701
3607,Sawi Putih,8/25/2022,Kemarau,1220.613062,1296.759916
3608,Cabe Chilli,8/25/2022,Kemarau,19484.05623,22740.93388
3609,Cabe Kriting,8/25/2022,Kemarau,28627.75838,31946.9406
3610,Cabe Rawit,8/25/2022,Kemarau,39434.64401,46031.97004
3611,Kol,8/25/2022,Kemarau,5595.274511,6411.526253
3612,Buncis,8/25/2022,Kemarau,3628.367507,4083.60746
3613,Sawi Putih,8/26/2022,Kemarau,3278.219418,3648.692151
3614,Cabe Chilli,8/26/2022,Kemarau,18714.3697,21128.06166
3615,Cabe Kriting,8/26/2022,Kemarau,27693.83688,31050.15598
3616,Cabe Rawit,8/26/2022,Kemarau,37648.00009,40285.28133
3617,Kol,8/26/2022,Kemarau,9451.950694,10014.73587
3618,Buncis,8/26/2022,Kemarau,2878.477827,3190.063717
3619,Sawi Putih,8/27/2022,Kemarau,838.616032,985.3076884
3620,Cabe Chilli,8/27/2022,Kemarau,23982.53767,25862.40036
3621,Cabe Kriting,8/27/2022,Kemarau,25527.35169,29931.70109
3622,Cabe Rawit,8/27/2022,Kemarau,52326.23721,55862.69022
3623,Kol,8/27/2022,Kemarau,8057.831493,8795.476626
3624,Buncis,8/27/2022,Kemarau,4989.48263,5394.206396
3625,Sawi Putih,8/28/2022,Kemarau,3287.187431,3576.158543
3626,Cabe Chilli,8/28/2022,Kemarau,18659.20249,20602.81329
3627,Cabe Kriting,8/28/2022,Kemarau,30683.02208,35167.04474
3628,Cabe Rawit,8/28/2022,Kemarau,49556.33442,53152.52621
3629,Kol,8/28/2022,Kemarau,4877.692297,5269.995872
3630,Buncis,8/28/2022,Kemarau,4337.668333,5022.195728
3631,Sawi Putih,8/29/2022,Kemarau,1850.050294,1971.799547
3632,Cabe Chilli,8/29/2022,Kemarau,21181.78534,23360.0845
3633,Cabe Kriting,8/29/2022,Kemarau,32422.05542,34419.99225
3634,Cabe Rawit,8/29/2022,Kemarau,36979.53013,41475.81752
3635,Kol,8/29/2022,Kemarau,8918.226835,9785.738544
3636,Buncis,8/29/2022,Kemarau,2250.317204,2516.457623
3637,Sawi Putih,8/30/2022,Kemarau,2251.330324,2598.548934
3638,Cabe Chilli,8/30/2022,Kemarau,23163.73202,24999.96819
3639,Cabe Kriting,8/30/2022,Kemarau,28193.427,31793.57959
3640,Cabe Rawit,8/30/2022,Kemarau,36096.54958,41743.58938
3641,Kol,8/30/2022,Kemarau,6256.963159,6702.865402
3642,Buncis,8/30/2022,Kemarau,3325.214601,3735.238112
3643,Sawi Putih,8/31/2022,Kemarau,4004.709098,4617.110079
3644,Cabe Chilli,8/31/2022,Kemarau,23408.15222,24921.00478
3645,Cabe Kriting,8/31/2022,Kemarau,25763.91457,28475.1853
3646,Cabe Rawit,8/31/2022,Kemarau,41202.03481,46263.31653
3647,Kol,8/31/2022,Kemarau,7275.894458,8244.312702
3648,Buncis,8/31/2022,Kemarau,2594.944788,2875.606333
3649,Sawi Putih,9/1/2022,Kemarau,2246.151696,2393.572637
3650,Cabe Chilli,9/1/2022,Kemarau,21792.80627,23197.61174
3651,Cabe Kriting,9/1/2022,Kemarau,24330.9119,27621.90242
3652,Cabe Rawit,9/1/2022,Kemarau,49176.18012,56779.2838
3653,Kol,9/1/2022,Kemarau,3412.458145,3977.224255
3654,Buncis,9/1/2022,Kemarau,6782.250421,7145.895401
3655,Sawi Putih,9/2/2022,Kemarau,1264.960566,1358.319765
3656,Cabe Chilli,9/2/2022,Kemarau,24983.93419,26725.39072
3657,Cabe Kriting,9/2/2022,Kemarau,25804.35884,29282.95295
3658,Cabe Rawit,9/2/2022,Kemarau,44601.7859,49360.85692
3659,Kol,9/2/2022,Kemarau,3431.330112,4030.054496
3660,Buncis,9/2/2022,Kemarau,5421.153297,6011.92452
3661,Sawi Putih,9/3/2022,Kemarau,1974.337554,2308.415965
3662,Cabe Chilli,9/3/2022,Kemarau,20033.95483,21749.81033
3663,Cabe Kriting,9/3/2022,Kemarau,24939.24716,29185.80648
3664,Cabe Rawit,9/3/2022,Kemarau,43720.295,47667.51902
3665,Kol,9/3/2022,Kemarau,5028.320468,5572.137419
3666,Buncis,9/3/2022,Kemarau,1774.903934,1992.430079
3667,Sawi Putih,9/4/2022,Kemarau,1899.886659,2148.35638
3668,Cabe Chilli,9/4/2022,Kemarau,23242.73592,25495.0962
3669,Cabe Kriting,9/4/2022,Kemarau,29029.26955,33150.33411
3670,Cabe Rawit,9/4/2022,Kemarau,51882.36353,57717.30052
3671,Kol,9/4/2022,Kemarau,3589.42984,3904.679503
3672,Buncis,9/4/2022,Kemarau,1932.578388,2041.09093
3673,Sawi Putih,9/5/2022,Kemarau,591.3940914,664.0367334
3674,Cabe Chilli,9/5/2022,Kemarau,21821.86752,24440.94324
3675,Cabe Kriting,9/5/2022,Kemarau,31625.84052,35820.58512
3676,Cabe Rawit,9/5/2022,Kemarau,41842.25569,48854.02497
3677,Kol,9/5/2022,Kemarau,3425.997453,3856.746181
3678,Buncis,9/5/2022,Kemarau,6427.335906,7380.426246
3679,Sawi Putih,9/6/2022,Kemarau,2114.851778,2467.390195
3680,Cabe Chilli,9/6/2022,Kemarau,26530.1745,28695.54953
3681,Cabe Kriting,9/6/2022,Kemarau,25031.02971,26998.98909
3682,Cabe Rawit,9/6/2022,Kemarau,36900.16376,40216.56426
3683,Kol,9/6/2022,Kemarau,7918.598494,8429.944838
3684,Buncis,9/6/2022,Kemarau,7017.936512,7640.393052
3685,Sawi Putih,9/7/2022,Kemarau,3013.358426,3319.000711
3686,Cabe Chilli,9/7/2022,Kemarau,22472.45408,25475.62107
3687,Cabe Kriting,9/7/2022,Kemarau,31951.33309,35861.87582
3688,Cabe Rawit,9/7/2022,Kemarau,40107.52327,43319.62295
3689,Kol,9/7/2022,Kemarau,5969.472678,6939.99987
3690,Buncis,9/7/2022,Kemarau,4441.464776,4920.423023
3691,Sawi Putih,9/8/2022,Kemarau,4283.018836,4867.951975
3692,Cabe Chilli,9/8/2022,Kemarau,25878.67996,28130.97149
3693,Cabe Kriting,9/8/2022,Kemarau,25618.86819,28250.57684
3694,Cabe Rawit,9/8/2022,Kemarau,40417.05108,45874.53027
3695,Kol,9/8/2022,Kemarau,4131.231693,4373.774189
3696,Buncis,9/8/2022,Kemarau,5059.743675,5668.33701
3697,Sawi Putih,9/9/2022,Kemarau,3685.853687,4237.921492
3698,Cabe Chilli,9/9/2022,Kemarau,21249.43184,22501.69069
3699,Cabe Kriting,9/9/2022,Kemarau,27868.53805,30047.9079
3700,Cabe Rawit,9/9/2022,Kemarau,44626.44924,50104.70204
3701,Kol,9/9/2022,Kemarau,3341.567604,3856.371751
3702,Buncis,9/9/2022,Kemarau,2082.185268,2298.44659
3703,Sawi Putih,9/10/2022,Kemarau,2463.311724,2635.850142
3704,Cabe Chilli,9/10/2022,Kemarau,22758.14465,25751.1485
3705,Cabe Kriting,9/10/2022,Kemarau,28201.65267,31815.66797
3706,Cabe Rawit,9/10/2022,Kemarau,41022.71383,45504.53334
3707,Kol,9/10/2022,Kemarau,4666.668734,5459.081839
3708,Buncis,9/10/2022,Kemarau,5604.68283,6375.896381
3709,Sawi Putih,9/11/2022,Kemarau,3679.788738,4008.957897
3710,Cabe Chilli,9/11/2022,Kemarau,17113.80569,19652.10837
3711,Cabe Kriting,9/11/2022,Kemarau,27177.99984,30419.25222
3712,Cabe Rawit,9/11/2022,Kemarau,33740.57682,35850.1785
3713,Kol,9/11/2022,Kemarau,8734.780869,9196.388268
3714,Buncis,9/11/2022,Kemarau,4708.265424,5488.667892
3715,Sawi Putih,9/12/2022,Kemarau,590.9891931,641.862268
3716,Cabe Chilli,9/12/2022,Kemarau,24307.82187,26811.05099
3717,Cabe Kriting,9/12/2022,Kemarau,23676.15534,25008.19561
